,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부
677,"29,500",2017,2020,용머리로,00101,00000,45111,00,0,3266053,효자동1가,0810,0000,45111,14000,1,신원리브웰,12,12,,84.71,810,45111,22,,
678,"19,500",2006,2020,따박골4길,00010,00000,45111,02,0,4598086,효자동1가,0799,0000,45111,14000,1,효자동한신휴플러스,12,12,45111-476,74.5224,799,45111,13,,
679,"22,900",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,12,45111-113,54.12,133,45111,4,,
680,"32,000",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,12,45111-113,75.35,133,45111,1,,
681,"25,300",1990,2020,용머리로,00029,00000,45111,03,0,3266053,효자동1가,0414,0000,45111,14000,1,효자롯데,12,12,45111-98,128.62,414,45111,13,,
682,"10,000",1990,2020,신봉로,00052,00000,45111,01,0,3266045,효자동1가,0636,0000,45111,14000,1,제일,12,13,45111-110,84.99,636,45111,4,,
683,"30,000",2017,2020,용머리로,00101,00000,45111,00,0,3266053,효자동1가,0810,0000,45111,14000,1,신원리브웰,12,13,,84.71,810,45111,22,,
684,"30,800",2017,2020,용머리로,00101,00000,45111,00,0,3266053,효자동1가,0810,0000,45111,14000,1,신원리브웰,12,13,,84.71,810,45111,14,,
685,"10,500",1980,2020,백제대로,00165,00010,45111,05,0,2266003,효자동1가,0311,0001,45111,14000,1,거성,12,14,45111-84,70.19,311-1,45111,2,,
686,"19,750",2006,2020,따박골4길,00010,00000,45111,00,0,4598086,효자동1가,0799,0000,45111,14000,1,효자동한신휴플러스,12,14,45111-476,84.372,799,45111,4,,
687,"6,600",1983,2020,백제대로,00165,00016,45111,05,0,2266003,효자동1가,0303,0000,45111,14000,1,한성,12,14,45111-232,45.5,303,45111,2,21.01.29,O
688,"11,000",2002,2020,안행2길,00026,00000,45111,02,0,4598247,효자동1가,0205,0074,45111,14000,1,대림,12,14,45111-121,59.851,205-74,45111,2,,
689,"14,000",1990,2020,용머리로,00020,00000,45111,03,0,3266053,효자동1가,0418,0000,45111,14000,1,현대,12,14,45111-117,70.47,418,45111,1,,
690,"17,000",1990,2020,용머리로,00020,00000,45111,03,0,3266053,효자동1가,0418,0000,45111,14000,1,현대,12,14,45111-117,84.35,418,45111,10,,
691,"8,950",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,14,45111-116,59.94,635-1,45111,5,,
692,"19,500",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,14,45111-113,45.85,133,45111,2,21.03.22,O
693,"9,950",1990,2020,신봉로,00052,00000,45111,01,0,3266045,효자동1가,0636,0000,45111,14000,1,제일,12,14,45111-110,84.99,636,45111,4,,
694,"11,000",1990,2020,신봉로,00051,00000,45111,01,0,3266045,효자동1가,0635,0002,45111,14000,1,신일,12,14,45111-106,59.93,635-2,45111,2,,
695,"12,000",1994,2020,거마평로,00125,00000,45111,02,0,3266008,효자동1가,0652,0000,45111,14000,1,상산타운,12,14,45111-102,59.82,652,45111,14,,
696,"6,300",1992,2020,서원로,00258,00000,45111,03,0,3266035,효자동1가,0635,0000,45111,14000,1,비사벌,12,14,45111-99,59.84,635,45111,6,,
697,"14,153",1992,2020,효동3길,00033,00000,45111,01,0,4598442,효자동1가,0098,0000,45111,14000,1,금호,12,15,45111-90,84.719,98,45111,6,,
698,"20,000",2008,2020,거마평로,00217,00000,45111,02,0,3266008,효자동1가,0373,0000,45111,14000,1,효자뷰티빌,12,15,45111-512,84.9264,373,45111,10,,
699,"21,000",2008,2020,거마평로,00217,00000,45111,02,0,3266008,효자동1가,0373,0000,45111,14000,1,효자뷰티빌,12,15,45111-512,84.9264,373,45111,9,,
700,"22,000",2002,2020,안행2길,00026,00000,45111,02,0,4598247,효자동1가,0205,0074,45111,14000,1,대림,12,15,45111-121,105.369,205-74,45111,14,,
701,"10,750",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,15,45111-116,59.94,635-1,45111,5,,
702,"21,900",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,15,45111-113,52.73,133,45111,3,,
703,"17,400",1994,2020,거마평로,00125,00000,45111,02,0,3266008,효자동1가,0652,0000,45111,14000,1,상산타운,12,15,45111-102,84.78,652,45111,12,,
704,"9,300",1997,2020,거마평로,00139,00000,45111,02,0,3266008,효자동1가,0451,0000,45111,14000,1,삼성효자맨션,12,15,45111-100,60,451,45111,9,,
705,"9,130",1992,2020,서원로,00258,00000,45111,03,0,3266035,효자동1가,0635,0000,45111,14000,1,비사벌,12,16,45111-99,59.84,635,45111,5,,
706,"13,500",1993,2020,거마평로,00109,00000,45111,02,0,3266008,효자동1가,0654,0000,45111,14000,1,제일효자타운,12,16,45111-111,84.92,654,45111,9,,
707,"14,500",1990,2020,백제대로,00159,00000,45111,05,0,2266003,효자동1가,0637,0000,45111,14000,1,남양황제맨션,12,17,45111-94,84.73,637,45111,4,,
708,"19,000",2008,2020,거마평로,00217,00000,45111,02,0,3266008,효자동1가,0373,0000,45111,14000,1,효자뷰티빌,12,17,45111-512,84.9262,373,45111,1,,
709,"8,100",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,17,45111-116,59.94,635-1,45111,6,,
710,"12,500",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,17,45111-116,59.94,635-1,45111,2,,
711,"26,900",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,17,45111-113,65.99,133,45111,1,,
712,"10,900",1990,2020,신봉로,00064,00000,45111,01,0,3266045,효자동1가,0636,0001,45111,14000,1,광진진주,12,18,45111-89,84.9,636-1,45111,4,,
713,"13,000",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,18,45111-116,59.94,635-1,45111,5,,
714,"13,000",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,18,45111-116,59.94,635-1,45111,5,20.12.30,O
715,"22,800",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,18,45111-113,54.77,133,45111,4,,
716,"18,400",1994,2020,거마평로,00125,00000,45111,02,0,3266008,효자동1가,0652,0000,45111,14000,1,상산타운,12,18,45111-102,84.78,652,45111,11,,
717,"21,500",1990,2020,용머리로,00029,00000,45111,03,0,3266053,효자동1가,0414,0000,45111,14000,1,효자롯데,12,18,45111-98,128.62,414,45111,9,,
718,"11,800",1992,2020,효동3길,00033,00000,45111,01,0,4598442,효자동1가,0098,0000,45111,14000,1,금호,12,19,45111-90,84.719,98,45111,7,,
719,"9,000",1998,2020,거마평로,00189,00047,45111,02,0,3266008,효자동1가,0415,0002,45111,14000,1,성원맨션,12,19,45111-105,59.4575,415-2,45111,8,,
720,"11,800",1990,2020,백제대로,00159,00000,45111,05,0,2266003,효자동1가,0637,0000,45111,14000,1,남양황제맨션,12,19,45111-94,84.73,637,45111,6,,
721,"14,000",1992,2020,따박골로,00008,00000,45111,02,0,3266019,효자동1가,0640,0000,45111,14000,1,남양황실,12,19,45111-93,131.85,640,45111,4,,
722,"13,100",1997,2020,강변로,00120,00001,45111,02,,3016010,효자동1가,0660,0001,45111,14000,1,한강,12,20,45111-197,59.92,660-1,45111,9,,
723,"19,500",2006,2020,강변로,00242,00000,45111,00,,3016010,효자동1가,0363,0001,45111,14000,1,남양아이좋은집,12,20,45111-467,84.9667,363-1,45111,19,,
724,"7,300",1993,2020,유기전2길,00023,00000,45111,02,0,4598293,효자동1가,0045,0000,45111,14000,1,대명까치맨션(101),12,21,45111-96,59.85,45,45111,8,,
725,"14,700",2002,2020,거마평로,00189,00011,45111,02,0,3266008,효자동1가,0431,0000,45111,14000,1,미송,12,21,45111-196,84.5747,431,45111,4,,
726,"10,950",1994,2020,거마평로,00125,00000,45111,02,0,3266008,효자동1가,0652,0000,45111,14000,1,상산타운,12,21,45111-102,59.82,652,45111,7,,
727,"14,450",1990,2020,용머리로,00029,00013,45111,03,0,3266053,효자동1가,0414,0000,45111,14000,1,효자롯데,12,22,45111-98,70.81,414,45111,2,,
728,"15,000",1990,2020,용머리로,00029,00000,45111,03,0,3266053,효자동1가,0414,0000,45111,14000,1,효자롯데,12,24,45111-98,70.81,414,45111,11,,
729,"23,050",2017,2020,용머리로,00101,00000,45111,00,0,3266053,효자동1가,0810,0000,45111,14000,1,신원리브웰,12,24,,59.82,810,45111,4,,
730,"11,150",1993,2020,거마평로,00109,00000,45111,02,0,3266008,효자동1가,0654,0000,45111,14000,1,제일효자타운,12,25,45111-111,59.95,654,45111,5,,
731,"21,500",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,25,45111-113,52.73,133,45111,5,,
732,"17,900",1990,2020,용머리로,00029,00000,45111,03,0,3266053,효자동1가,0414,0000,45111,14000,1,효자롯데,12,28,45111-98,84.88,414,45111,4,,
733,"15,800",1990,2020,용머리로,00020,00000,45111,03,0,3266053,효자동1가,0418,0000,45111,14000,1,현대,12,28,45111-117,84.35,418,45111,7,,
734,"15,100",1990,2020,용머리로,00020,00000,45111,03,0,3266053,효자동1가,0418,0000,45111,14000,1,현대,12,28,45111-117,84.35,418,45111,3,,
735,"12,000",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,28,45111-116,59.94,635-1,45111,3,,
736,"10,500",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,28,45111-116,59.94,635-1,45111,4,,
737,"19,900",1994,2020,거마평로,00125,00000,45111,02,0,3266008,효자동1가,0652,0000,45111,14000,1,상산타운,12,28,45111-102,108.03,652,45111,5,,
738,"14,500",1990,2020,신봉로,00064,00000,45111,01,0,3266045,효자동1가,0636,0001,45111,14000,1,광진진주,12,29,45111-89,84.9,636-1,45111,1,,
739,"10,200",1991,2020,신봉로,00071,00000,45111,01,0,3266045,효자동1가,0635,0001,45111,14000,1,한양운남,12,29,45111-116,59.94,635-1,45111,4,,
740,"10,500",1990,2020,신봉로,00052,00000,45111,01,0,3266045,효자동1가,0636,0000,45111,14000,1,제일,12,29,45111-110,84.99,636,45111,4,,
741,"10,000",1988,2020,용머리로,00078,00000,45111,03,0,3266053,효자동1가,0280,0002,45111,14000,1,남양송정,12,29,45111-92,84.87,280-2,45111,5,,
742,"9,000",1997,2020,거마평로,00139,00000,45111,02,0,3266008,효자동1가,0451,0000,45111,14000,1,삼성효자맨션,12,30,45111-100,60,451,45111,6,,
743,"26,000",1984,2020,용머리로,00194,00000,45111,03,0,3266053,효자동1가,0133,0000,45111,14000,1,주공3,12,31,45111-113,65.2,133,45111,2,,
744,"15,000",2002,2020,안행2길,00026,00000,45111,02,0,4598247,효자동1가,0205,0074,45111,14000,1,대림,12,31,45111-121,85,205-74,45111,2,,
745,"22,000",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,1,45111-444,84.8386,70,45111,8,,
746,"33,000",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,1,45111-605,84.91,1157-4,45111,24,,
747,"29,800",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,1,45111-594,84.98,1157-1,45111,11,,
748,"27,400",2010,2020,호암로,00041,00000,45111,01,0,3266080,효자동2가,1314,0001,45111,14100,1,아르팰리스휴먼시아,12,1,45111-526,74.92,1314-1,45111,1,,
749,"48,000",2009,2020,호암로,00040,00000,45111,01,0,3266080,효자동2가,1192,0001,45111,14100,1,골든팰리스휴먼시아,12,1,45111-521,134.86,1192-1,45111,5,,
750,"29,000",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,1,45111-520,84.85,1193-1,45111,13,,
751,"30,000",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,1,45111-520,84.95,1193-1,45111,12,,
752,"40,000",2006,2020,봉곡로,00149,00000,45111,01,0,3266030,효자동2가,0110,0000,45111,14100,1,엘드효자2차수목토,12,1,45111-484,121.3745,110,45111,13,,
753,"35,000",2007,2020,우전1길,00040,00000,45111,01,0,4598283,효자동2가,0184,0000,45111,14100,1,풍림아이원,12,2,45111-496,121.6645,184,45111,1,,
754,"28,150",2015,2020,세내로,00185,00000,45111,03,0,3266039,효자동2가,1354,0000,45111,14100,1,효자이지움,12,2,45111-604,84.792,1354,45111,16,,
755,"26,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,2,45111-594,84.98,1157-1,45111,9,,
756,"29,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,2,45111-594,84.97,1157-1,45111,23,,
757,"28,250",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,2,45111-594,84.97,1157-1,45111,3,,
758,"50,700",2009,2020,호암로,00040,00000,45111,01,0,3266080,효자동2가,1192,0001,45111,14100,1,골든팰리스휴먼시아,12,2,45111-521,149.82,1192-1,45111,11,,
759,"22,800",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,3,45111-444,84.8386,70,45111,1,,
760,"47,500",2020,2020,효천중앙로,00020,00000,45111,01,0,3352203,효자동2가,1383,0000,45111,14100,1,전주효천 대방노블랜드 에코파크,12,3,,117.348,1383,45111,2,,
761,"31,000",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,3,45111-605,84.91,1157-4,45111,15,,
762,"29,900",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,3,45111-605,84.91,1157-4,45111,10,,
763,"37,000",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,3,45111-605,84.97,1157-4,45111,13,,
764,"29,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,3,45111-594,84.97,1157-1,45111,28,,
765,"31,500",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,3,45111-594,84.98,1157-1,45111,23,,
766,"29,000",2010,2020,호암로,00041,00000,45111,01,0,3266080,효자동2가,1314,0001,45111,14100,1,아르팰리스휴먼시아,12,3,45111-526,84.97,1314-1,45111,2,,
767,"42,900",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,4,45111-443,125.9471,100-1,45111,2,,
768,"46,000",2019,2020,효천중앙로,00011,00000,45111,00,0,3352203,효자동2가,1363,0000,45111,14100,1,전주효천우미린더퍼스트,12,4,,84.9886,1363,45111,24,,
769,"36,000",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,4,45111-605,84.97,1157-4,45111,30,,
770,"27,800",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,4,45111-594,84.98,1157-1,45111,26,,
771,"29,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,4,45111-594,84.98,1157-1,45111,15,,
772,"32,000",2010,2020,호암로,00041,00000,45111,01,0,3266080,효자동2가,1314,0001,45111,14100,1,아르팰리스휴먼시아,12,4,45111-526,84.97,1314-1,45111,3,,
773,"28,800",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,4,45111-520,84.95,1193-1,45111,13,21.01.26,O
774,"28,500",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,4,45111-520,84.95,1193-1,45111,4,,
775,"27,000",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,4,45111-444,84.9889,70,45111,9,,
776,"33,000",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,4,45111-443,101.9437,100-1,45111,1,20.12.21,O
777,"33,000",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,4,45111-443,101.9437,100-1,45111,1,,
778,"26,800",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,5,45111-444,84.8386,70,45111,11,,
779,"30,300",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,5,45111-605,84.91,1157-4,45111,12,,
780,"29,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,5,45111-594,84.97,1157-1,45111,24,20.12.07,O
781,"29,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,5,45111-594,84.97,1157-1,45111,24,,
782,"28,500",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,5,45111-594,84.97,1157-1,45111,4,,
783,"29,900",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,5,45111-594,84.98,1157-1,45111,11,,
784,"28,500",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,5,45111-520,84.96,1193-1,45111,11,,
785,"26,800",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,5,45111-444,84.8386,70,45111,11,21.01.23,O
786,"28,000",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,7,45111-520,84.95,1193-1,45111,13,,
787,"56,000",2019,2020,효천중앙로,00011,00000,45111,00,0,3352203,효자동2가,1363,0000,45111,14100,1,전주효천우미린더퍼스트,12,7,,84.9886,1363,45111,16,,
788,"29,300",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,7,45111-594,84.98,1157-1,45111,9,,
789,"39,000",2013,2020,우전로,00180,00000,45111,01,0,3266055,효자동2가,1315,0001,45111,14100,1,엘에이치세븐팰리스,12,7,45111-579,84.73,1315-1,45111,10,,
790,"29,000",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,7,45111-520,84.96,1193-1,45111,5,,
791,"28,500",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,7,45111-520,84.95,1193-1,45111,1,,
792,"29,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,8,45111-594,84.97,1157-1,45111,9,,
793,"56,000",2020,2020,효천중앙로,00020,00000,45111,01,0,3352203,효자동2가,1383,0000,45111,14100,1,전주효천 대방노블랜드 에코파크,12,8,,107.9547,1383,45111,25,,
794,"31,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,8,45111-594,84.97,1157-1,45111,26,,
795,"32,000",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,9,45111-444,84.9889,70,45111,9,,
796,"29,500",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,9,45111-594,84.98,1157-1,45111,12,,
797,"29,500",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,9,45111-594,84.99,1157-1,45111,22,,
798,"40,000",2010,2020,호암로,00041,00000,45111,01,0,3266080,효자동2가,1314,0001,45111,14100,1,아르팰리스휴먼시아,12,9,45111-526,84.68,1314-1,45111,20,,
799,"31,500",2010,2020,호암로,00041,00000,45111,01,0,3266080,효자동2가,1314,0001,45111,14100,1,아르팰리스휴먼시아,12,9,45111-526,84.97,1314-1,45111,7,,
800,"27,500",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,10,45111-444,84.9889,70,45111,6,,
801,"33,900",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,10,45111-605,84.98,1157-4,45111,14,,
802,"38,000",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,10,45111-605,84.97,1157-4,45111,11,,
803,"28,000",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,10,45111-520,84.95,1193-1,45111,5,,
804,"25,500",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,10,45111-444,84.8386,70,45111,13,,
805,"43,000",2007,2020,봉곡로,00140,00000,45111,01,0,3266030,효자동2가,0122,0000,45111,14100,1,더샵2차,12,11,45111-495,121.7935,122,45111,3,,
806,"37,000",2016,2020,홍산1길,00007,00000,45111,01,0,4598417,효자동2가,1157,0004,45111,14100,1,전주 효자 SK Leaders VIEW,12,11,45111-605,84.91,1157-4,45111,15,,
807,"30,600",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,11,45111-594,84.97,1157-1,45111,18,,
808,"31,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,11,45111-594,84.95,1157-1,45111,12,,
809,"30,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,11,45111-594,84.98,1157-1,45111,12,,
810,"30,950",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,11,45111-520,84.95,1193-1,45111,9,,
811,"45,000",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,12,45111-443,125.9471,100-1,45111,10,,
812,"27,000",2015,2020,세내로,00185,00000,45111,03,0,3266039,효자동2가,1354,0000,45111,14100,1,효자이지움,12,12,45111-604,84.792,1354,45111,16,,
813,"31,300",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,12,45111-594,84.97,1157-1,45111,26,,
814,"43,250",2013,2020,우전로,00180,00000,45111,01,0,3266055,효자동2가,1315,0001,45111,14100,1,엘에이치세븐팰리스,12,12,45111-579,84.99,1315-1,45111,14,,
815,"31,300",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,12,45111-520,84.95,1193-1,45111,5,,
816,"31,000",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,12,45111-520,84.95,1193-1,45111,8,,
817,"29,000",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,12,45111-444,84.8386,70,45111,15,,
818,"39,900",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,12,45111-443,125.9471,100-1,45111,2,,
819,"32,000",2007,2020,우전1길,00040,00000,45111,01,0,4598283,효자동2가,0184,0000,45111,14100,1,풍림아이원,12,13,45111-496,99.7593,184,45111,8,,
820,"46,000",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,14,45111-443,125.9471,100-1,45111,9,,
821,"30,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,14,45111-594,84.97,1157-1,45111,15,,
822,"35,000",2013,2020,우전로,00180,00000,45111,01,0,3266055,효자동2가,1315,0001,45111,14100,1,엘에이치세븐팰리스,12,14,45111-579,84.92,1315-1,45111,2,,
823,"29,100",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,14,45111-520,84.95,1193-1,45111,6,,
824,"25,100",2005,2020,세내로,00241,00000,45111,03,0,3266039,효자동2가,0070,0000,45111,14100,1,효자동1차엘드수목토,12,14,45111-444,84.8386,70,45111,15,,
825,"47,000",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,14,45111-443,125.9471,100-1,45111,17,,
826,"10,525",1987,2020,쑥고개로,00398,00011,45111,02,0,3266046,효자동2가,0221,0001,45111,14100,1,남양무궁화,12,15,45111-122,59.99,221-1,45111,1,,
827,"28,900",2009,2020,소태정로,00001,00000,45111,01,0,3266041,효자동2가,1193,0001,45111,14100,1,휴먼시아아이린,12,15,45111-520,84.95,1193-1,45111,2,,
828,"31,000",2007,2020,우전1길,00040,00000,45111,01,0,4598283,효자동2가,0184,0000,45111,14100,1,풍림아이원,12,15,45111-496,99.7593,184,45111,7,,
829,"43,500",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,15,45111-443,125.9471,100-1,45111,6,,
830,"43,000",2005,2020,세내로,00239,00000,45111,03,0,3266039,효자동2가,0100,0001,45111,14100,1,더샵효자아파트,12,15,45111-443,125.9471,100-1,45111,2,,
831,"10,481",1987,2020,쑥고개로,00398,00011,45111,02,0,3266046,효자동2가,0221,0001,45111,14100,1,남양무궁화,12,16,45111-122,59.75,221-1,45111,1,,
832,"30,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,16,45111-594,84.99,1157-1,45111,21,,
833,"32,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,16,45111-594,84.97,1157-1,45111,16,,
834,"29,000",2015,2020,홍산1길,00021,00000,45111,00,0,4598417,효자동2가,1157,0001,45111,14100,1,서희스타힐스,12,16,45111-594,84.98,1157-1,45111,15,,
