사업영역,사업영역명,코스트센터,코스트센터명,자산클래스,자산클래스명,자산번호,구자산번호,고정자산명,주요자산번호 텍스트,설비번호/차량번호,내용연수(년),수량,단위,취득일자,취득가 전기,취득가 증감,취득가 잔액,충당금 전기,충당금 증감,충당금 잔액,당기상각액,당월상각비,장부가액,상각한도,상각율
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140163165,140000431,표준분동,WE-GL-101,,1,18.000,EA,2001-03-25,119000,0,119000,118000,0,118000,0,0,1000,119000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140164866,140002907,Validator,LE-GL-100,,1,1.000,EA,2004-12-31,861000,0,861000,860000,0,860000,0,0,1000,861000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140164895,140002941,노트북(LE-GL-100공정용),HP-LE-GL-100,,1,1.000,EA,2005-02-28,21000,0,21000,20000,0,20000,0,0,1000,21000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140165061,140003128,Tank(50LGPO),TK-GL-001~0201대 -Line사용,,1,21.000,EA,2005-07-31,572000,0,572000,571000,0,571000,0,0,1000,572000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140166463,140004902,Wireless Validator(무선 밸리데이터),LE-Z-001,,1,1.000,EA,2011-06-30,19987000,0,19987000,19986000,0,19986000,0,0,1000,19987000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140166701,140005164,훈증멸균장비(HPV),훈증멸균장비(HPV),,1,1,SET,2012-03-31,30805000,0,30805000,30804000,0,30804000,0,0,1000,30805000,85.7
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140166914,140005387,Particle Counter1,LZ-IL-111,,2,2,SET,2013-01-31,10640000,0,10640000,10639000,0,10639000,0,0,1000,10640000,50.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140166915,140005388,Air Sampler1,Air Sampler1,,2,1,SET,2013-01-31,2312000,0,2312000,2311000,0,2311000,0,0,1000,2312000,50.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140168937,140007469,무선밸리데이터,LE-Z-003,,5,1.000,EA,2016-03-31,15414000,0,15414000,8950065,2734742,11684807,2734742,248613,3729193,15414000,19.3
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169117,140007652,모니터링센서,모니터링센서,,5,2,SET,2016-09-30,8739000,0,8739000,4626528,1413662,6040190,1413662,128515,2698810,8739000,17.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169260,140007800,비디오 레코더,비디오 레코더,,5,2,SET,2016-12-31,19200000,0,19200000,9735210,2974648,12709858,2974648,270423,6490142,19200000,16.9
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169312,140007854,차압변환기,차압변환기,,6,1,SET,2017-01-31,7500000,0,7500000,3750000,1145833,4895833,1145833,104166,2604167,7500000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169763,140008306,책상,1570*600*800,,6,1.000,EA,2017-04-30,750000,0,750000,343750,114583,458333,114583,10416,291667,750000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169764,140008307,책상,1200*650*800,,6,1.000,EA,2017-04-30,550000,0,550000,252084,84028,336112,84028,7639,213888,550000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169765,140008308,책상,2100*600*800,,6,1.000,EA,2017-04-30,850000,0,850000,389584,129861,519445,129861,11805,330555,850000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169766,140008309,작업대,3500*600*1100,,6,1.000,EA,2017-04-30,950000,0,950000,435416,145139,580555,145139,13195,369445,950000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169767,140008310,카트,1500*1000*1000,,6,1.000,EA,2017-04-30,850000,0,850000,389584,129861,519445,129861,11805,330555,850000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169768,140008311,트레이선반,880*580*1500,,6,1.000,EA,2017-04-30,950000,0,950000,435416,145139,580555,145139,13195,369445,950000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169769,140008312,냉동기 카트,800*600*800,,6,5.000,EA,2017-04-30,2350000,0,2350000,1077084,359028,1436112,359028,32639,913888,2350000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169770,140008313,펌프 카트,800*400*800,,6,1.000,EA,2017-04-30,300000,0,300000,137500,45833,183333,45833,4166,116667,300000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140169771,140008314,운반카트 제작,950*600*870,,6,1.000,EA,2017-04-30,750000,0,750000,343750,114583,458333,114583,10416,291667,750000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140173749,,지문인식기(capa증설),완제사무실,,6,1.000,EA,2018-05-31,2517848,0,2517848,699402,384671,1084073,384671,34970,1433775,2517848,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1415,기계장치-화학전지광6,140175282,,GPS시계,GPS시계,,6,13.000,EA,2018-09-30,21752547,0,21752547,4833900,3323306,8157206,3323306,302119,13595341,21752547,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1430,기계장치-생과(의약),140177046,,광학현미경(이물확인용),광학현미경(이물확인용),,6,1.000,EA,2018-12-31,8100000,0,8100000,1462500,1237500,2700000,1237500,112500,5400000,8100000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1430,기계장치-생과(의약),140179011,,HA용기 수동 봉합기,HA용기 수동 봉합기,,6,3.000,EA,2019-05-31,13560000,0,13560000,1506667,2071667,3578334,2071667,188334,9981666,13560000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1430,기계장치-생과(의약),140186294,,GPS 시계,GPS 시계,,6,1,SET,2019-07-31,19000000,0,19000000,1583333,2902778,4486111,2902778,263889,14513889,19000000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1430,기계장치-생과(의약),140191228,,실시간 부유입자 모니터링 시스템 서버,Intel Xeon Processor 3.0/cS-U-003,,6,1.000,EA,2019-12-31,103500000,0,103500000,1437500,15812500,17250000,15812500,1437500,86250000,103500000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1600,공구기구-일반,160071008,,Air Sampler,MAS100,,6,1,SET,2017-07-31,7300000,0,7300000,3041667,1115278,4156945,1115278,101389,3143055,7300000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1600,공구기구-일반,160080366,,정척커터,정척커터,,6,1.000,EA,2018-12-31,4295740,0,4295740,775620,656293,1431913,656293,59663,2863827,4295740,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180124373,170001822,유선전화기,이광배,,1,1.000,EA,2002-10-31,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180124375,170001824,전화기(응답전화기),권영덕,,1,1.000,EA,1999-11-30,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180124381,170001831,사물함(sus여갱의실),N/A,,1,1.000,EA,2003-01-30,25000,0,25000,24000,0,24000,0,0,1000,25000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180124382,170001832,씰링기(무균복용),N/A,,1,1.000,EA,1996-04-30,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180124391,170001845,회의테이블(생산1팀),회의테이블(생산1팀),,1,1.000,EA,2003-10-31,3000,0,3000,2000,0,2000,0,0,1000,3000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180124394,170001849,회의테이블(분임토의실),회의테이블(분임토의실),,1,1.000,EA,1996-12-30,3000,0,3000,2000,0,2000,0,0,1000,3000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180124572,170002093,회의테이블(분임토의실),N/A,,1,1.000,EA,2000-11-30,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180125300,170003308,파티션(1팀사무실),N/A,,1,1.000,EA,2005-03-21,80000,0,80000,79000,0,79000,0,0,1000,80000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180125547,170003654,Turn Table(이물검사기 배출구),N/A,,1,1.000,EA,2005-12-31,45000,0,45000,44000,0,44000,0,0,1000,45000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180125548,170003655,Conveyor(이물검사기 배출구),N/A,,1,1.000,EA,2005-12-31,45000,0,45000,44000,0,44000,0,0,1000,45000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180125562,170003670,이동서랍_2단(배건익),이동서랍_2단(배건익),,1,1.000,EA,2006-01-24,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126030,170004512,4단캐비닛(생산1팀),4단캐비닛(생산1팀),,1,2.000,EA,2007-10-16,5000,0,5000,4000,0,4000,0,0,1000,5000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126076,170004563,빔프로젝터(생산1팀_LCV-6360K_캐논),빔프로젝터(LCV-6360K_캐논),,1,1.000,EA,2007-11-26,12000,0,12000,11000,0,11000,0,0,1000,12000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126088,170004579,4단캐비닛_(생산1팀_적송사무실),4단캐비닛_(생산1팀_적송사무실),,1,1.000,EA,2007-12-24,2000,0,2000,1000,0,1000,0,0,1000,2000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126242,170004762,CAMERA(디지털카메라_Cannon_A640)_생산1팀,현미경부착용_릴레이렌즈포함,,1,1.000,EA,2008-05-22,6000,0,6000,5000,0,5000,0,0,1000,6000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126313,170004852,파티션(생산1팀_현장사무실),파티션(생산1팀_현장사무실),,1,1.000,EA,2008-08-22,47000,0,47000,46000,0,46000,0,0,1000,47000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126314,170004853,4단캐비닛_(생산1팀_현장사무실),2ea_4단캐비닛_(생산1팀_현장사무실),,1,2.000,EA,2008-08-22,5000,0,5000,4000,0,4000,0,0,1000,5000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126315,170004854,2단서랍(생산1팀)_김수웅,2단서랍(생산1팀)_김수웅,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126316,170004855,2단서랍(생산1팀)_신용태,2단서랍(생산1팀)_신용태,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126317,170004856,2단서랍(생산1팀)_최현석,2단서랍(생산1팀)_최현석,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126318,170004857,2단서랍(생산1팀)_김선진,2단서랍(생산1팀)_김선진,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126319,170004858,의자_회전의자_레자(생산1팀_김수웅),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126320,170004859,의자_회전의자_레자(생산1팀_신용태),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126321,170004860,의자_회전의자_레자(생산1팀_최현석),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126322,170004861,의자_회전의자_레자(생산1팀_김선진),GAVOT chair CH0801 470*535*745~845_레자_팔걸이,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126323,170004862,chair(의자_일반_피자)_생산1팀_김경태,chair(의자_일반_피자)_생산1팀_김경태,,1,1.000,EA,2008-08-22,1000,0,1000,0,0,0,0,0,1000,1000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126345,170004902,철재사물함_10인용(생산1팀),10인용_갱의실_ETS12210,,1,1.000,EA,2008-09-24,3000,0,3000,2000,0,2000,0,0,1000,3000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126469,170005105,복합기_MF2160(생산1팀),복합기_MF2160(생산1팀)_신도리코,,1,0.000,EA,2009-03-09,2000,-2000,0,1000,-1000,0,0,0,0,0,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126532,170005186,3단캐비닛(생산1팀),800*450*1170,,1,1.000,EA,2009-06-16,2000,0,2000,1000,0,1000,0,0,1000,2000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180126826,170005620,Cart(카트Validation용),650*550*750,,1,1.000,EA,2010-05-31,15000,0,15000,14000,0,14000,0,0,1000,15000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180127121,170006072,신입사원 서랍(생산1팀),퍼시스 3단,,1,1.000,EA,2011-01-31,3000,0,3000,2000,0,2000,0,0,1000,3000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180127403,170006377,Notebook PC(validator용),N/A,,1,1.000,EA,2011-06-30,71000,0,71000,70000,0,70000,0,0,1000,71000,100.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180128005,170007071,레이져 프린터(생산1팀),HP-P2035N,,1,0.000,EA,2012-08-01,26000,-26000,0,25000,-25000,0,0,0,0,0,66.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180128949,170008063,청소/소독 카트,청소/소독 카트,,5,5.000,EA,2016-01-31,6712000,0,6712000,4027200,1230533,5257733,1230533,111866,1454267,6712000,20.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180128950,170008064,Sanitizer Auto-dispenser (주사제),Sanitizer Auto-dispenser (주사제),,5,37.000,EA,2016-01-31,3854000,0,3854000,2312400,706567,3018967,706567,64234,835033,3854000,20.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180128951,170008065,표면균 측정 받침대,표면균 측정 받침대,,5,15.000,EA,2016-01-31,1568000,0,1568000,940800,287467,1228267,287467,26134,339733,1568000,20.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180128952,170008066,낙하균 측정 받침대,낙하균 측정 받침대,,5,27.000,EA,2016-01-31,3494000,0,3494000,2096400,640567,2736967,640567,58234,757033,3494000,20.0
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180133983,,SUS보관함,1250*500*450,,6,4.000,EA,2018-05-31,5248454,0,5248454,1457904,801847,2259751,801847,72895,2988703,5248454,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180133984,,SUS보관함,1000*500*450,,6,3.000,EA,2018-05-31,1413045,0,1413045,392513,215882,608395,215882,19626,804650,1413045,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180133985,,2단 옷장,1250*500*1800,,6,4.000,EA,2018-05-31,8982931,0,8982931,2495258,1372392,3867650,1372392,124763,5115281,8982931,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180133986,,2단 옷장,1000*500*1800,,6,3.000,EA,2018-05-31,6257773,0,6257773,1738270,956049,2694319,956049,86914,3563454,6257773,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180136740,,메가파티션,600*66*1370,,6,3,SET,2018-05-31,777028,0,777028,215841,118713,334554,118713,10792,442474,777028,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180136741,,메가파티션,600*66*1570,,6,3,SET,2018-05-31,876316,0,876316,243421,133882,377303,133882,12171,499013,876316,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180136742,,메가파티션,1200*66*1570,,6,1,SET,2018-05-31,484924,0,484924,134701,74086,208787,74086,6735,276137,484924,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180136743,,U형테이블,600*1200*720,,6,6,SET,2018-05-31,837464,0,837464,232629,127946,360575,127946,11632,476889,837464,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180136744,,오픈선반장,1200*350*200,,6,7,SET,2018-05-31,785662,0,785662,218240,120032,338272,120032,10912,447390,785662,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180136745,,회의용의자,530*535*825,,6,10.000,EA,2018-05-31,2489369,0,2489369,691492,380320,1071812,380320,34574,1417557,2489369,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180136746,,작업의자,615*550*625~720,,6,4.000,EA,2018-05-31,719472,0,719472,199853,109919,309772,109919,9992,409700,719472,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180142687,,사무용 의자,610*605*1130~1200,,6,4.000,EA,2018-11-30,924000,0,924000,179667,141167,320834,141167,12834,603166,924000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180142688,,실험용 의자,475*535*950~1210,,6,8.000,EA,2018-11-30,1456000,0,1456000,283111,222444,505555,222444,20222,950445,1456000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180147637,,사무용 의자,CH4900AH,,6,1.000,EA,2019-05-31,232000,0,232000,25778,35444,61222,35444,3222,170778,232000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180151351,,공정 IPC용 PC,Z70EV-I15,,6,4.000,EA,2019-09-30,3480000,0,3480000,193333,531667,725000,531667,48334,2755000,3480000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180151352,,컬러레이져 프린터,HP-M553DN,,6,1.000,EA,2019-09-30,760000,0,760000,42222,116111,158333,116111,10555,601667,760000,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180161464,,LSS 전사 확산 목적 설치(모니터노트북SET),LSS 전사 확산 목적 설치(모니터노트북SET),,6,1,SET,2020-01-01,0,3025222,3025222,0,462187,462187,462187,42017,2563035,3025222,16.6
7500,의약 익산공장,J62311,익.의)완제생산팀,1800,비품,180161814,,사무용의자,T550HLDA / 645*605*1135~1185,,6,10.000,EA,2020-09-30,0,3320000,3320000,0,138333,138333,138333,46111,3181667,3320000,16.6
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140163262,140000562,BUFFER TANK(태방),TK-GL-120,,1,1.000,EA,2003-08-21,430000,0,430000,429000,0,429000,0,0,1000,430000,100.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140165448,140003744,Integrity Tester(),IG-GL-104,,1,1,SET,2007-12-31,412000,0,412000,411000,0,411000,0,0,1000,412000,100.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166462,140004901,High Accuracy Dispenser(자동분주기),-,,1,1.000,EA,2011-06-30,4579000,0,4579000,4578000,0,4578000,0,0,1000,4579000,100.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166511,140004961,CIP Pump(펌프),CIP Pump(펌프),,1,1.000,EA,2011-08-31,393000,0,393000,392000,0,392000,0,0,1000,393000,100.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166731,140005195,ORBITAL SHAKER,SKC-7100,,1,1,SET,2012-06-30,1332000,0,1332000,1331000,0,1331000,0,0,1000,1332000,70.5
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166764,140005228,Pass Box설치,PB-GL-104,,1,1,SET,2012-08-31,2183000,0,2183000,2182000,0,2182000,0,0,1000,2183000,63.1
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140166768,140005232,충전기 충전펌프(COZZLI CR400),충전기 충전펌프(COZZLI CR400),,1,1,SET,2012-08-31,1854000,0,1854000,1853000,0,1853000,0,0,1000,1854000,63.1
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140167252,140005746,Particle counter(CI-3100RS)2,LZ-Gl-119,,2,1,SET,2013-07-31,3097000,0,3097000,3096000,0,3096000,0,0,1000,3097000,40.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140167804,140006326,Cooling Coil,Cooling Coil,,3,1,SET,2014-04-30,8069000,0,8069000,7448307,619693,8068000,619693,0,1000,8069000,30.7
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140168339,140006870,필터하우징,Millidisk-40 Housing,,4,1,SET,2015-10-31,1120000,0,1120000,707367,216140,923507,216140,19649,196493,1120000,21.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140168382,140006913,알겔투입용 Barrier,알겔투입용 Barrier,,4,1,SET,2015-12-31,5750000,0,5750000,3508476,1072034,4580510,1072034,97458,1169490,5750000,20.3
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140168383,140006914,로드셀,BN-GL-110,,4,1.000,EA,2015-12-31,21356104,0,21356104,11674008,3981647,15655655,3981647,361968,5700449,21356104,20.3
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140169806,140008359,저울,BN-GL-112,,6,1.000,EA,2017-06-30,3200000,0,3200000,1377777,488889,1866666,488889,44445,1333334,3200000,16.6
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140171118,,자동이물검사기,Model 0-5 Exchange,,6,1,SET,2017-11-30,24831296,0,24831296,8749320,3793670,12542990,3793670,344879,12288306,24831296,16.6
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140171211,,BARRIER,1650H*950L*540W,,6,1,SET,2017-12-31,3300000,0,3300000,1145833,504167,1650000,504167,45834,1650000,3300000,16.6
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140171830,,캡핑기(RW500),CP-GL-101,,6,1.000,EA,2018-01-31,0,0,0,0,0,0,0,0,0,0,16.6
7500,의약 익산공장,J62321,익.의)생물주사공통실,1415,기계장치-화학전지광6,140175312,,캡핑기(RW500),CP-GL-101,,6,1.000,EA,2018-10-31,8000000,0,8000000,1666666,1222222,2888888,1222222,111111,5111112,8000000,16.6
7500,의약 익산공장,J62321,익.의)생물주사공통실,1600,공구기구-일반,160068712,160002295,Balance(저울),BN-GL-111,,1,1,SET,2006-03-31,74000,0,74000,73000,0,73000,0,0,1000,74000,100.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1600,공구기구-일반,160068803,160002470,pH & Conductivity Meter(),LZ-GL-111,,1,1.000,EA,2006-12-31,32000,0,32000,31000,0,31000,0,0,1000,32000,100.0
7500,의약 익산공장,J62321,익.의)생물주사공통실,1600,공구기구-일반,160069891,160003779,백신라인 저울(MB60),500*400 mm,,1,1.000,EA,2012-10-31,932000,0,932000,931000,0,931000,0,0,1000,932000,57.1
7500,의약 익산공장,J62321,익.의)생물주사공통실,1600,공구기구-일반,160069923,160003813,AUTOMATIC GLOVE TESTER,LZ-GL-118,,1,1,SET,2012-12-31,3638000,0,3638000,3637000,0,3637000,0,0,1000,3638000,52.1
7500,의약 익산공장,J62321,익.의)생물주사공통실,1600,공구기구-일반,160069926,160003816,PASS BOX,PB-GL-101,,1,1,SET,2012-12-31,1594000,0,1594000,1593000,0,1593000,0,0,1000,1594000,52.1
7500,의약 익산공장,J62321,익.의)생물주사공통실,1600,공구기구-일반,160071426,,공조기 직팽코일 설치,AU-U-058,,6,1,SET,2017-08-31,42406720,0,42406720,17080485,6478804,23559289,6478804,588982,18847431,42406720,16.6
7500,의약 익산공장,J62321,익.의)생물주사공통실,1800,비품,180126614,170005292,이물검사용의자_Chair(생산1팀_이물검사실),제제3실_듀오백(DK_2500)_고정형_레자_퍼시스,,1,1.000,EA,2009-12-16,2000,0,2000,1000,0,1000,0,0,1000,2000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163167,140000435,유량제어 펌프(704UR),PU-GL-101,,1,1.000,EA,2003-10-30,99000,0,99000,98000,0,98000,0,0,1000,99000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163171,140000440,WFI용 열교환기,HE-GL-101,,1,1.000,EA,2000-01-03,195000,0,195000,194000,0,194000,0,0,1000,195000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163174,140000445,MCC Panel(G-Line),-,,1,1.000,EA,2002-05-10,251000,0,251000,250000,0,250000,0,0,1000,251000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163175,140000446,Autoclave,AC-GL-101,,1,1.000,EA,2002-07-15,1400000,0,1400000,1399000,0,1399000,0,0,1000,1400000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163176,140000447,Hot Air Sterilizer,HS-GL-101,,1,1.000,EA,2002-07-15,656000,0,656000,655000,0,655000,0,0,1000,656000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163177,140000448,지문인시기(G-Line),N/A,,1,3.000,EA,2002-08-31,50000,0,50000,49000,0,49000,0,0,1000,50000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163178,140000449,Clean Booth,BH-GL-101,,1,1.000,EA,2002-10-01,187000,0,187000,186000,0,186000,0,0,1000,187000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163179,140000450,Clean Booth,BH-GL-102,,1,1.000,EA,2002-10-01,62000,0,62000,61000,0,61000,0,0,1000,62000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163180,140000451,Clean Booth,BH-GL-103,,1,1.000,EA,2002-10-01,62000,0,62000,61000,0,61000,0,0,1000,62000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163181,140000452,Clean Booth,BH-GL-105,,1,1.000,EA,2002-10-01,187000,0,187000,186000,0,186000,0,0,1000,187000,100.0
7500,의약 익산공장,J62323,익.의)생물주사(감가),1415,기계장치-화학전지광6,140163182,140000453,Clean Booth,BH-GL-104,,1,1.000,EA,2002-10-01,62000,0,62000,61000,0,61000,0,0,1000,62000,100.0
