자산번호,세부자산코드,담당부서,자산명,CCTR코드,CCTR명,사업영역 코드,사업영역명,자산클래스코드,자산클래스명,자산정보텍스트,상세위치,외주처(협력업체)코드,외주처(협력업체)명,외주처(협력업체)비고,제각/매각/폐기,실사관리여부,실사관리여부,매각/폐기에 의한 실사관리 제외,실사관리 제외 담당자,실사관리제외 사유,TAG발행일,최근실사일,TAG발행수,TAG발행 초기화수,자산상태코드,자산상태,자산단위,취득일,취득가,장부가,자본화일,당월상가액,비고,등록자,등록일시,최종수정자,최종수정일시,사업장코드,자산사용여부,TAG발행여부,사진번호,미완료사유코드,미완료사유,최근실사자,보세구분,실사용자
140162918,140162918-0001,HR팀,가로등(퀴놀론) (HR팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,2,1,ST4001,정상(사용중),EA,20010731,76000,1000,20010731,0,,SYSTEM,2021-05-27 14:15:34.313,adminIksan,2021-10-01 10:32:19.773,WP_IKSAN,Y,,,N,,,,
140162919,140162919-0001,환경안전팀,소방방재 시스템 (환경안전팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,소방방재 시스템,,,,,,Y,발행,,,,,,2,1,ST4001,정상(사용중),EA,20030830,626500000,1000,20030830,0,,SYSTEM,2021-05-27 14:15:34.32,adminIksan,2021-10-01 10:36:56.17,WP_IKSAN,Y,,,N,,,,
140162920,140162920-0001,공무팀,PH METER(우수 방류구) (공무팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PH METER(우수 방류구),,,,,,Y,발행,,,,,,2,1,ST4001,정상(사용중),EA,20030930,51500,500,20030930,0,,SYSTEM,2021-05-27 14:15:34.327,adminIksan,2021-10-01 10:33:05.233,WP_IKSAN,Y,,,N,,,,
140162920,140162920-0002,공무팀,PH METER(우수 방류구) (공무팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PH METER(우수 방류구),,,,,,Y,발행,,,,,,2,1,ST4001,정상(사용중),EA,20030930,51500,500,20030930,0,,SYSTEM,2021-05-27 14:15:34.327,adminIksan,2021-10-01 10:33:05.233,WP_IKSAN,Y,,,N,,,,
140162921,140162921-0001,공무팀,전기설비(수전실) (공무팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,Main변압기,,,,,,Y,발행,,,,,,2,1,ST4001,정상(사용중),EA,20030909,148650000,1000,20030909,0,,SYSTEM,2021-05-27 14:15:34.33,adminIksan,2021-10-01 10:38:47.36,WP_IKSAN,Y,,,N,,,,
140162922,140162922-0001,공무팀,전기설비(수전실),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20030909,102380000,1000,20030909,0,,SYSTEM,2021-05-27 14:15:34.337,adminOsong,2021-09-29 10:51:54.507,WP_IKSAN,Y,,,N,,,,
140162923,140162923-0001,공무팀,수전실 특고반(22.9KV) (공무팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20031219,222000,1000,20031219,0,,SYSTEM,2021-05-27 14:15:34.34,adminOsong,2021-09-29 10:53:02.367,WP_IKSAN,Y,,,N,,,,
140162924,140162924-0001,공무팀,전기설비(경비동) (공무팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,전기설비(경비동),,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20031127,1170000,1000,20031127,0,,SYSTEM,2021-05-27 14:15:34.347,adminOsong,2021-09-29 10:54:38.553,WP_IKSAN,Y,,,N,,,,
140162925,140162925-0001,공무팀,정화조 판넬(경비동) (공무팀),J62001,익.공)생명과학공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,정화조 판넬(경비동),,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20031127,11000,1000,20031127,0,,SYSTEM,2021-05-27 14:15:34.35,adminOsong,2021-09-29 10:56:32.787,WP_IKSAN,Y,,,N,,,,
140162927,140162927-0001,공무팀,Particle Counter(CI550Climet),J62006,익.공)공무팀,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,LZ-U-003,,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20030217,258000,1000,20030217,0,,SYSTEM,2021-05-27 14:15:34.353,adminOsong,2021-09-29 10:57:39.41,WP_IKSAN,Y,,,N,,,,
140162928,140162928-0001,공무팀,수배전판넬(증축동),J62006,익.공)공무팀,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PL-U-501,,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20030822,616000,1000,20030822,0,,SYSTEM,2021-05-27 14:15:34.36,adminOsong,2021-09-29 10:58:05.717,WP_IKSAN,Y,,,N,,,,
140162932,140162932-0001,공무팀,Medium Filter Box(AU-U-007 덕트용),J62006,익.공)공무팀,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20031130,60000,1000,20031130,0,,SYSTEM,2021-05-27 14:15:34.363,adminOsong,2021-09-29 10:58:42.213,WP_IKSAN,Y,,,N,,,,
140162935,140162935-0001,QC팀,Electrophoresis Kit(Large Gel),J62205,익.의)QC화학분석실,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,1,0,ST4001,정상(사용중),EA,20000314,5000,500,20000314,0,,SYSTEM,2021-05-27 14:15:34.37,adminOsong,2021-09-29 10:59:32.807,WP_IKSAN,Y,,,N,,,,
140162935,140162935-0002,QC팀,Electrophoresis Kit(Large Gel),J62205,익.의)QC화학분석실,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20000314,5000,500,20000314,0,,SYSTEM,2021-05-27 14:15:34.37,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140162937,140162937-0001,QC팀,DEEP FREEZER,J62201,익.의)QC팀,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,FZ-Z-015,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20020201,116000,1000,20020201,0,,SYSTEM,2021-05-27 14:15:34.373,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140162938,140162938-0001,생산지원팀,라벨계수기,J62361,익.의)포장실,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,LC-Z-005,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20020401,41000,1000,20020401,0,,SYSTEM,2021-05-27 14:15:34.38,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140162941,140162941-0001,QC팀,ULTRASONIC CLEANER,J62205,익.의)QC화학분석실,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,WS-Q-004,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,19950327,986450,1000,19950327,0,,SYSTEM,2021-05-27 14:15:34.383,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163021,140163021-0001,공무팀,전기설비 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,전기설비,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20000103,567000,1000,20000103,0,,SYSTEM,2021-05-27 14:15:34.39,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163026,140163026-0001,공무팀,WFI 펌프 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-HA-171,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20000103,467000,1000,20000103,0,,SYSTEM,2021-05-27 14:15:34.393,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163031,140163031-0001,공무팀,출입통제시스템(지문인식기의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20010430,190000,1000,20010430,0,,SYSTEM,2021-05-27 14:15:34.407,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163033,140163033-0001,공무팀,실험폐수탱크(의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20010725,160000,1000,20010725,0,,SYSTEM,2021-05-27 14:15:34.413,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163034,140163034-0001,공무팀,변전실 분전반(의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20010827,106000,1000,20010827,0,,SYSTEM,2021-05-27 14:15:34.417,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163036,140163036-0001,공무팀,HAEPO포장실전기설비 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,HAEPO포장실전기설비,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20010925,1190000,1000,20010925,0,,SYSTEM,2021-05-27 14:15:34.423,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163037,140163037-0001,공무팀,상시가동기기 모니터링용계기 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,상시가동기기 모니터링용계기,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20011018,154000,1000,20011018,0,,SYSTEM,2021-05-27 14:15:34.427,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163038,140163038-0001,공무팀,Purified Water System (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,Purified Water System,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20020424,3710000,1000,20020424,0,,SYSTEM,2021-05-27 14:15:34.43,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163041,140163041-0001,공무팀,공조기(신알파) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,AU-U-051,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,441000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.437,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163042,140163042-0001,공무팀,공조기(공통사무실) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,AU-U-053,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,353000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.44,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163043,140163043-0001,공무팀,공조기(생산2팀) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,AU-U-054,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,288000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.447,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163045,140163045-0001,공무팀,공조기(G-Line) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,AU-U-058,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,376000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.45,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163046,140163046-0001,공무팀,공조기(G-Line) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,AU-U-059,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,295000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.453,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163050,140163050-0001,공무팀,저온냉동기(저온창고) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,CU-U-015,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,157000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.463,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163051,140163051-0001,공무팀,저온냉동기(저온창고) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,CU-U-016,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,157000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.47,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163052,140163052-0001,공무팀,저온냉동기(저온창고) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,CU-U-017,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,158000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.473,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163053,140163053-0001,환경안전팀,의약동 소방설비시스템(환경안전팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,3880000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.48,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163054,140163054-0001,환경안전팀,의약동 소화전설비(환경안전팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,1790000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.483,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163055,140163055-0001,공무팀,KILL SYSTEM (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,KI-U-001,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20011231,582000,1000,20011231,0,,SYSTEM,2021-05-27 14:15:34.487,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163056,140163056-0001,공무팀,수처리설비(5Ton의약증축동) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,EDI-UBE-002,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),SET,20030130,47540000,10546000,20030130,0,,SYSTEM,2021-05-27 14:15:34.493,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163059,140163059-0001,공무팀,Pump(WFI PW공급용Spare) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,29000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.497,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163060,140163060-0001,공무팀,Pump(Clean PW공급용Spare) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,25000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.5,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163061,140163061-0001,공무팀,Carbon filter (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,Carbon filter,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,190000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.507,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163062,140163062-0001,공무팀,Media filter (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,Media filter,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,185000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.51,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163063,140163063-0001,공무팀,Micro filter(10㎛) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,Micro filter(10㎛),,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,25000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.517,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163064,140163064-0001,공무팀,Micro filter(5㎛) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,Micro filter(5㎛),,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,25000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.52,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163065,140163065-0001,공무팀,Pump (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-UBW-01A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,17000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.527,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163066,140163066-0001,공무팀,Pump (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-UBW-01B,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,17000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.53,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163067,140163067-0001,공무팀,Pump (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-UBW-02,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,17000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.537,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163068,140163068-0001,공무팀,Pump (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-UBW-03A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,17000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.54,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163069,140163069-0001,공무팀,Pump (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-UBW-03B,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,17000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.543,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163070,140163070-0001,공무팀,배관설비 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,1000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.55,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163071,140163071-0001,공무팀,전기설비 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,1090000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.553,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163072,140163072-0001,공무팀,Heat exchanger (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,SE-UBW-8,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,129000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.56,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163073,140163073-0001,공무팀,W/S A탑 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,SF-UBW-4A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,221000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.563,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163074,140163074-0001,공무팀,W/S B탑 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,SF-UBW-4B,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,221000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.57,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163075,140163075-0001,공무팀,NACL TANK (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,TK-UBW-005,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,14000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.573,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163076,140163076-0001,공무팀,S/W 저장탱크 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,TK-UBW-7,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,151000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.58,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163077,140163077-0001,공무팀,UV 살균기 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,UV-UBW-001,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,95000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.583,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163078,140163078-0001,공무팀,PW 저장 탱크 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,TK-W-016,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,18634000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.59,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163079,140163079-0001,공무팀,PW 저장 탱크 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,TK-W-017,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030130,7884000,1000,20030130,0,,SYSTEM,2021-05-27 14:15:34.593,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163080,140163080-0001,공무팀,Pump #1 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030930,47000,1000,20030930,0,,SYSTEM,2021-05-27 14:15:34.6,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163081,140163081-0001,공무팀,Pump #1(공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-S-051,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030930,128000,1000,20030930,0,,SYSTEM,2021-05-27 14:15:34.603,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163082,140163082-0001,공무팀,Pump #2 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-S-052,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030930,128000,1000,20030930,0,,SYSTEM,2021-05-27 14:15:34.607,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163083,140163083-0001,공무팀,Pump #3 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-S-053,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030930,128000,1000,20030930,0,,SYSTEM,2021-05-27 14:15:34.613,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163084,140163084-0001,공무팀,Pump #4 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-S-054,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030930,128000,1000,20030930,0,,SYSTEM,2021-05-27 14:15:34.617,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163088,140163088-0001,공무팀,Pump #8 (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,PU-S-58,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20030930,64000,1000,20030930,0,,SYSTEM,2021-05-27 14:15:34.62,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163089,140163089-0001,공무팀,HVAC Control System(의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20011231,1715000,250,20011231,0,,SYSTEM,2021-05-27 14:15:34.627,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163089,140163089-0002,공무팀,HVAC Control System(의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20011231,1715000,250,20011231,0,,SYSTEM,2021-05-27 14:15:34.627,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163089,140163089-0003,공무팀,HVAC Control System(의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20011231,1715000,250,20011231,0,,SYSTEM,2021-05-27 14:15:34.627,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163089,140163089-0004,공무팀,HVAC Control System(의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,-,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,20011231,1715000,250,20011231,0,,SYSTEM,2021-05-27 14:15:34.63,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
140163092,140163092-0001,공무팀,유틸리티 배관설비(의약품) (공무팀),J62101,익.의)공장,7001,생명과학 익산공장 공통,1415,기계장치-화학전지광6,N/A,,,,,,Y,발행,,,,,,0,0,ST4001,정상(사용중),EA,19950217,100,100,19950217,0,,SYSTEM,2021-05-27 14:15:34.633,SYSTEM,2021-09-18 03:16:03.2,WP_IKSAN,Y,,,N,,,,
