Year,Month,Code,Name,Unit,Finished,Substance_1,Substance_2,Complex,QC,Supporting
21,3,302880,Sartfluor GA,EA,,,1,,,
21,3,302881,Sartfluor junior,EA,,,,,,
21,3,302882,SP Sephadex C50 자가,g,,,,,,
21,3,303090,테크세제,EA,,,1,,,
21,3,302841,72B/A4 Clean paper,EA,1000,,,,,
21,3,200522,화이버 드럼,EA,,,,17,,
21,3,106602,보위딕 테스트 팩(Terragene),EA,100,10,13,,,
21,3,302255,필터 (PFY2UY300J),EA,,,,,,
21,3,302571,Sartofluor Filter(5185307T8),EA,,,,,,
21,3,302151,Sartoclean CA 20',EA,,,,,,
21,3,302257,필터 (PFY1J012J),EA,,,,,,
21,3,302914,Sterile Filter(KA3EKVP10.2um),EA,,,,,,
21,3,300953,킴텍스(50×70×1),EA,,,,,,
21,3,302321,훈증액 MINNACARE COLD STERILANT,BT,,,,,,
21,3,302254,필터 (MBS1002RJH2),EA,,,,,,
21,3,103638,밀리팩200(MPGL2GCL3),EA,2,,5,,,
21,3,102141,SARTOBRAN P 10' Filter,EA,,,4,,,
21,3,100351,Filter SARTOPURE PP2,EA,,,,,,
21,3,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,20,3,,,6,
21,3,303034,Decon-cycle (Disinfectant)472mL 자가,EA,,,,,2,
21,3,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,20,1,4,,,
21,3,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,56,16,3,,,
21,3,303036,70% IPA 472mL 자가,EA,130,33,17,,15,24
21,3,303060,70% IPA Gallon size 자가,EA,,,,,,
21,3,303033,5% Decon-spore (Sporicide)472mL 자가,EA,7,6,,,,
21,3,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,2,2,,,,
21,3,303035,Hypo-chlor (Sporicide)472mL 자가,EA,,,,,,
21,3,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,,,,,,
21,3,303080,70% IPA Dispenser용(자동분무기용),EA,,,,,,
21,3,102990,Filter Unit 1L 자가(Bottle top),EA,37,,5,,,
21,3,100136,트립신에데트산나트륨,mL ,,,,,,
21,3,107225,멸균백 580*900mm,EA,,100,,,,
21,3,106156,Opticap XL2 Capsule Filter(KGW6A02FF3),EA,,,,,,
21,2,100130,디메티콘 유제 35% 자가,g,,,,,,
21,2,105521,TSB(Non animal origin) 자가,BT,,,,,,
21,2,105944,20L Glass bottle(screw),EA,,,,,,
21,2,105996,멸균백1200*1200mm,EA,,,,,,
21,2,105998,멸균백400*500mm,EA,100,,,,,
21,2,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,,,,,,
21,2,300006,퐁퐁,EA,,,,,,
21,2,300009,Sartofluor GA 10',EA,,6,,,,
21,2,300010,Sartofluor GA 20',EA,,1,1,,,
21,2,300011,Sartofluor Mini,EA,,4,8,,,
21,2,302000,수산화나트륨(퀴놀론1KG),kg,,,,22,,
21,2,LMSM00007C,수산화나트륨 자가 (1kg),kg,,,,,,
21,2,302060,AGP Solution Kit,EA,,,,,,
21,2,302101,5mL PC Validation Vial,EA,,,,,,
21,2,302102,Autoclave Indicator. Sigmaware,EA,,,,,,
21,2,302103,Hi Temperature Indicator(Shamrock)(건열),EA,,,,,,
21,2,302104,Chemical Indicator 1250 (3M),EA,,,,,,
21,2,302109,락스 (럭키),EA,,3,3,,,
21,2,302122,염화나트륨(수지 재생용) 자가,kg,,,,,,
21,2,302123,펌프 튜빙(Masterflex L/S 16),EA,,,,,,
21,2,302124,펌프 튜빙(Masterflex L/S 17),EA,,,,,,
21,2,302125,펌프 튜빙(Masterflex L/S 18),EA,,,,,,
21,2,302126,펌프 튜빙(Masterflex L/S 24),EA,,,3,,,
21,2,302127,펌프 튜빙(Masterflex I/P 73),EA,,,,,1,
21,2,302128,펌프 튜빙(Masterflex I/P 82),EA,,,1,,,
21,2,302143,Endotoxin Indicator(Endosafe) 자가,EA,,,,,1,
21,2,302161,Durapore 필터(SCGVU11RE),EA,,3,,,,
21,2,302170,아세톤 자가,mL ,,,,,,
21,2,302171,Optiseal 필터(LAGR04TP6),EA,,,,,,
21,2,302210,펌프 튜빙(NALGENE 8060-0200),EA,2,,,,,
21,2,302212,펌프 튜빙(NALGENE 8060-0100),EA,,,,,,
21,2,302213,펌프 튜빙(NALGENE 8060-0060),EA,,,,,,
21,2,302214,펌프 튜빙(NALGENE 8060-0040),EA,,,,,,
21,2,302250,필터 (PUY2UY300H),EA,,,,,,
21,2,302251,필터 (PUY2UY100H),EA,,,,,,
21,2,302256,필터 (PUY1UY400J),EA,,,,,,
21,2,302259,필터 (AB1PFA7PVH4),EA,,,,,,
21,2,302260,필터 (AB3NFZ7PH4),EA,,,,,,
21,2,302341,펌프 튜빙(Masterflex L/S 25),EA,,,,,,
21,2,302450,필터(SLK7002PFRP)(스팀필터),EA,2,,,,,
21,2,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,,,,,,
21,2,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,1,,,,,
21,2,302453,필터(CTGB71TP3)(스팀필터),EA,,,,,,
21,2,302481,구연산무수(99.5%이상),kg,,,,,,
21,2,302520,PFA Tubing(EW-06371-04),EA,,,,,,
21,2,302521,PFA Tubing(RZ-06375-02),EA,5,,,,,
21,2,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,,,,,,
21,2,302572,Millex-FG Filter(MTGR85000),EA,,,,,,
21,2,302573,C-Flex Tubing(072-313-3),EA,,,,,,
21,2,302620,CTGR75S01 Millipore Filter,EA,,,,,,
21,2,302621,KVGB04TC3 Milliporre Filter,EA,,,,,,
21,2,302622,CTGB72TP3 Millipore Filter,EA,,,,,,
21,2,302623,AB05PFR7PVH4 Pall Filter,EA,,,,,,
21,2,302690,액체 세제 (액츠 무진복 세탁용),EA,,8,,,,
21,2,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,,,,,,
21,2,302780,H2O2 for HPV,EA,,,,,,
21,2,302880,Sartfluor GA,EA,,,,,,
21,2,302881,Sartfluor junior,EA,,,,,,
21,2,302882,SP Sephadex C50 자가,g,,,,,,
21,2,303090,테크세제,EA,,,,,,
21,2,302841,72B/A4 Clean paper,EA,,,,,,
21,2,200522,화이버 드럼,EA,,,,8,,
21,2,106602,보위딕 테스트 팩(Terragene),EA,90,19,3,,,
21,2,302255,필터 (PFY2UY300J),EA,,,,,,
21,2,302571,Sartofluor Filter(5185307T8),EA,,,,,,
21,2,302151,Sartoclean CA 20',EA,,,,,,
21,2,302257,필터 (PFY1J012J),EA,,,,,,
21,2,302914,Sterile Filter(KA3EKVP10.2um),EA,,,,,,3
21,2,300953,킴텍스(50×70×1),EA,,,,,,
21,2,302321,훈증액 MINNACARE COLD STERILANT,BT,,,,,,
21,2,302254,필터 (MBS1002RJH2),EA,,,,,,
21,2,103638,밀리팩200(MPGL2GCL3),EA,2,,7,,,
21,2,102141,SARTOBRAN P 10' Filter,EA,,,,,,
21,2,100351,Filter SARTOPURE PP2,EA,,,,,,
21,2,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,34,24,22,,,
21,2,303034,Decon-cycle (Disinfectant)472mL 자가,EA,,,,,,
21,2,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,66,2,13,,,
21,2,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,14,,4,,,
21,2,303036,70% IPA 472mL 자가,EA,230,32,12,,,24
21,2,303060,70% IPA Gallon size 자가,EA,8,,4,,,
21,2,303033,5% Decon-spore (Sporicide)472mL 자가,EA,34,2,,,,
21,2,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,2,1,,,,
21,2,303035,Hypo-chlor (Sporicide)472mL 자가,EA,,,,,,
21,2,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,,,,,,
21,2,303080,70% IPA Dispenser용(자동분무기용),EA,,,4,,,
21,2,102990,Filter Unit 1L 자가(Bottle top),EA,36,,10,,15,
21,2,100136,트립신에데트산나트륨,mL ,,,,,,
21,2,107225,멸균백 580*900mm,EA,,,50,,,
21,2,106156,Opticap XL2 Capsule Filter(KGW6A02FF3),EA,,,,,,
20,9,100130,디메티콘 유제 35% 자가,g,,,,,,
20,9,105521,TSB(Non animal origin) 자가,BT,,,,,,
20,9,105944,20L Glass bottle(screw),EA,,3,,,,
20,9,105996,멸균백1200*1200mm,EA,,,,,,
20,9,105998,멸균백400*500mm,EA,100,,100,,,
20,9,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,,,,,,
20,9,300006,퐁퐁,EA,,1,2,,4,
20,9,300009,Sartofluor GA 10',EA,,,6,,,
20,9,300010,Sartofluor GA 20',EA,,,1,,,
20,9,300011,Sartofluor Mini,EA,,3,9,,,
20,9,302000,수산화나트륨(퀴놀론1KG),kg,,,,43.041,,
20,9,LMSM00007C,수산화나트륨 자가 (1kg),kg,,,,,,
20,9,302060,AGP Solution Kit,EA,,,7,,,
20,9,302101,5mL PC Validation Vial,EA,,,,,700,
20,9,302102,Autoclave Indicator. Sigmaware,EA,,8,,,,
20,9,302103,Hi Temperature Indicator(Shamrock)(건열),EA,,,,,,
20,9,302104,Chemical Indicator 1250 (3M),EA,,,,,,
20,9,302109,락스 (럭키),EA,,3,4,,,
20,9,302122,염화나트륨(수지 재생용) 자가,kg,,,,,,
20,9,302123,펌프 튜빙(Masterflex L/S 16),EA,9,,1,,,
20,9,302124,펌프 튜빙(Masterflex L/S 17),EA,,,,,,
20,9,302125,펌프 튜빙(Masterflex L/S 18),EA,,,,,,
20,9,302126,펌프 튜빙(Masterflex L/S 24),EA,,,,,,
20,9,302127,펌프 튜빙(Masterflex I/P 73),EA,,,,,,
20,9,302128,펌프 튜빙(Masterflex I/P 82),EA,,,,,,
20,9,302143,Endotoxin Indicator(Endosafe) 자가,EA,,,,,,
20,9,302161,Durapore 필터(SCGVU11RE),EA,,4,,,,
20,9,302170,아세톤 자가,mL ,,,700,,18,
20,9,302171,Optiseal 필터(LAGR04TP6),EA,,,,,,
20,9,302210,펌프 튜빙(NALGENE 8060-0200),EA,,,,,,
20,9,302212,펌프 튜빙(NALGENE 8060-0100),EA,,,,,,
20,9,302213,펌프 튜빙(NALGENE 8060-0060),EA,,,,,,
20,9,302214,펌프 튜빙(NALGENE 8060-0040),EA,,,,,,
20,9,302250,필터 (PUY2UY300H),EA,,,,3,,
20,9,302251,필터 (PUY2UY100H),EA,,,,,,
20,9,302256,필터 (PUY1UY400J),EA,,,,,,
20,9,302259,필터 (AB1PFA7PVH4),EA,,,,,,
20,9,302260,필터 (AB3NFZ7PH4),EA,,,,,,
20,9,302341,펌프 튜빙(Masterflex L/S 25),EA,,,,,,
20,9,302450,필터(SLK7002PFRP)(스팀필터),EA,1,,,,,
20,9,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,,,,,,
20,9,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,,,,,,
20,9,302453,필터(CTGB71TP3)(스팀필터),EA,5,,,,,
20,9,302481,구연산무수(99.5%이상),kg,,,,,,
20,9,302520,PFA Tubing(EW-06371-04),EA,5,,,,,
20,9,302521,PFA Tubing(RZ-06375-02),EA,,,,,,
20,9,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,9,,,,,
20,9,302572,Millex-FG Filter(MTGR85000),EA,,,,,,
20,9,302573,C-Flex Tubing(072-313-3),EA,,,,,,
20,9,302620,CTGR75S01 Millipore Filter,EA,,,,,,
20,9,302621,KVGB04TC3 Milliporre Filter,EA,,,,,,
20,9,302622,CTGB72TP3 Millipore Filter,EA,,,,,,
20,9,302623,AB05PFR7PVH4 Pall Filter,EA,,,,,,
20,9,302690,액체 세제 (액츠 무진복 세탁용),EA,,7,,,,
20,9,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,,,,,,
20,9,302780,H2O2 for HPV,EA,,,,,,
20,9,302880,Sartfluor GA,EA,,,7,,,
20,9,302881,Sartfluor junior,EA,,,,,,
20,9,302882,SP Sephadex C50 자가,g,,,,,,
20,9,303090,테크세제,EA,,,,,,
20,9,302841,72B/A4 Clean paper,EA,,,,,,
20,9,200522,화이버 드럼,EA,,,,24,,
20,9,106602,보위딕 테스트 팩(Terragene),EA,,16,3,,,
20,9,302255,필터 (PFY2UY300J),EA,,,,,,
20,9,302571,Sartofluor Filter(5185307T8),EA,,,,,,
20,9,302151,Sartoclean CA 20',EA,,,,,,
20,9,302257,필터 (PFY1J012J),EA,,,,,,
20,9,302914,Sterile Filter(KA3EKVP10.2um),EA,,,,,,
20,9,300953,킴텍스(50×70×1),EA,,,,,,
20,9,302321,훈증액 MINNACARE COLD STERILANT,BT,,,,,,
20,9,302254,필터 (MBS1002RJH2),EA,,,,,,
20,9,103638,밀리팩200(MPGL2GCL3),EA,,,4,,,
20,9,102141,SARTOBRAN P 10' Filter,EA,,,,,,
20,9,100351,Filter SARTOPURE PP2,EA,,,,,,
20,9,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,23,13,5,,,
20,9,303034,Decon-cycle (Disinfectant)472mL 자가,EA,,15,,,,
20,9,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,7,2,4,,,
20,9,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,8,14,2,,,
20,9,303036,70% IPA 472mL 자가,EA,133,51,51,,12,12
20,9,303060,70% IPA Gallon size 자가,EA,,,,,,
20,9,303033,5% Decon-spore (Sporicide)472mL 자가,EA,18,1,,,,
20,9,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,2,2,2,,,1
20,9,303035,Hypo-chlor (Sporicide)472mL 자가,EA,,,,,,
20,9,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,,,,,,
20,9,303080,70% IPA Dispenser용(자동분무기용),EA,,6,,,,1
20,9,102990,Filter Unit 1L 자가(Bottle top),EA,27,,10,,,
20,9,100136,트립신에데트산나트륨,mL ,,,,,,
20,8,100130,디메티콘 유제 35% 자가,g,,,,,,
20,8,105521,TSB(Non animal origin) 자가,BT,,,,,,
20,8,105944,20L Glass bottle(screw),EA,,,,,,
20,8,105996,멸균백1200*1200mm,EA,,,,,,
20,8,105998,멸균백400*500mm,EA,,100,,,,
20,8,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,,,,,,
20,8,300006,퐁퐁,EA,,,,,,
20,8,300009,Sartofluor GA 10',EA,,7,,,,
20,8,300010,Sartofluor GA 20',EA,,,,,,
20,8,300011,Sartofluor Mini,EA,,,,,,
20,8,302000,수산화나트륨(퀴놀론1KG),kg,,,,40,,
20,8,LMSM00007C,수산화나트륨 자가 (1kg),kg,20,,,,,
20,8,302060,AGP Solution Kit,EA,,,,,,
20,8,302101,5mL PC Validation Vial,EA,,,,,,
20,8,302102,Autoclave Indicator. Sigmaware,EA,,,,,,
20,8,302103,Hi Temperature Indicator(Shamrock)(건열),EA,,,,,,
20,8,302104,Chemical Indicator 1250 (3M),EA,,,,,,
20,8,302109,락스 (럭키),EA,,,2,,,
20,8,302122,염화나트륨(수지 재생용) 자가,kg,,,,,,
20,8,302123,펌프 튜빙(Masterflex L/S 16),EA,,,,,,
20,8,302124,펌프 튜빙(Masterflex L/S 17),EA,,,,,,
20,8,302125,펌프 튜빙(Masterflex L/S 18),EA,,,,,,
20,8,302126,펌프 튜빙(Masterflex L/S 24),EA,,,,,,
20,8,302127,펌프 튜빙(Masterflex I/P 73),EA,,,,,,
20,8,302128,펌프 튜빙(Masterflex I/P 82),EA,,,,,,
20,8,302143,Endotoxin Indicator(Endosafe) 자가,EA,1,,,,,
20,8,302161,Durapore 필터(SCGVU11RE),EA,,4,,,,
20,8,302170,아세톤 자가,mL ,,,3000,,,
20,8,302171,Optiseal 필터(LAGR04TP6),EA,,,,,,
20,8,302210,펌프 튜빙(NALGENE 8060-0200),EA,2,,,,,
20,8,302212,펌프 튜빙(NALGENE 8060-0100),EA,,,,,,
20,8,302213,펌프 튜빙(NALGENE 8060-0060),EA,,,,,,
20,8,302214,펌프 튜빙(NALGENE 8060-0040),EA,,,,,,
20,8,302250,필터 (PUY2UY300H),EA,,,,6,,
20,8,302251,필터 (PUY2UY100H),EA,,,,,,
20,8,302256,필터 (PUY1UY400J),EA,,,,,,
20,8,302259,필터 (AB1PFA7PVH4),EA,,,,,,
20,8,302260,필터 (AB3NFZ7PH4),EA,,,,,,
20,8,302341,펌프 튜빙(Masterflex L/S 25),EA,,,,,,
20,8,302450,필터(SLK7002PFRP)(스팀필터),EA,2,,,,,
20,8,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,1,,,,,
20,8,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,,,,,,
20,8,302453,필터(CTGB71TP3)(스팀필터),EA,2,,,,,
20,8,302481,구연산무수(99.5%이상),kg,,,,,,
20,8,302520,PFA Tubing(EW-06371-04),EA,,,,,,
20,8,302521,PFA Tubing(RZ-06375-02),EA,,,,,,
20,8,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,,,,,,
20,8,302572,Millex-FG Filter(MTGR85000),EA,,,,,,
20,8,302573,C-Flex Tubing(072-313-3),EA,,,,,,
20,8,302620,CTGR75S01 Millipore Filter,EA,,,,,,
20,8,302621,KVGB04TC3 Milliporre Filter,EA,,,,,,
20,8,302622,CTGB72TP3 Millipore Filter,EA,,,,,,
20,8,302623,AB05PFR7PVH4 Pall Filter,EA,,,,,,
20,8,302690,액체 세제 (액츠 무진복 세탁용),EA,,5,,,,
20,8,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,,,,,,
20,8,302780,H2O2 for HPV,EA,,,,,,
20,8,302880,Sartfluor GA,EA,,,,,,
20,8,302881,Sartfluor junior,EA,,,,,,
20,8,302882,SP Sephadex C50 자가,g,,,,,,
20,8,303090,테크세제,EA,,,,,,
20,8,302841,72B/A4 Clean paper,EA,,,,,,
20,8,200522,화이버 드럼,EA,,,,24,,
20,8,106602,보위딕 테스트 팩(Terragene),EA,60,2,12,,,
20,8,302255,필터 (PFY2UY300J),EA,,,,,,
20,8,302571,Sartofluor Filter(5185307T8),EA,,,,,,
20,8,302151,Sartoclean CA 20',EA,,,,,,
20,8,302257,필터 (PFY1J012J),EA,,,,,,
20,8,302914,Sterile Filter(KA3EKVP10.2um),EA,,,,,,
20,8,300953,킴텍스(50×70×1),EA,,,,,,
20,8,302321,훈증액 MINNACARE COLD STERILANT,BT,,,,,,
20,8,302254,필터 (MBS1002RJH2),EA,,,,,,
20,8,103638,밀리팩200(MPGL2GCL3),EA,3,1,,,,
20,8,102141,SARTOBRAN P 10' Filter,EA,,,,,,
20,8,100351,Filter SARTOPURE PP2,EA,,,,,,
20,8,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,,15,,,,
20,8,303034,Decon-cycle (Disinfectant)472mL 자가,EA,28,3,17,,,
20,8,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,28,7,2,,,
20,8,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,13,,7,,,
20,8,303036,70% IPA 472mL 자가,EA,64,35,29,,,
20,8,303060,70% IPA Gallon size 자가,EA,16,,,,,
20,8,303033,5% Decon-spore (Sporicide)472mL 자가,EA,21,,,,,
20,8,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,2,,,,,
20,8,303035,Hypo-chlor (Sporicide)472mL 자가,EA,,,,,,
20,8,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,,,,,,
20,8,303080,70% IPA Dispenser용(자동분무기용),EA,12,,,,,
20,8,102990,Filter Unit 1L 자가(Bottle top),EA,28,,10,,,
20,8,100136,트립신에데트산나트륨,mL ,,,100,,,
20,7,100130,디메티콘 유제 35% 자가,g,,,,,,
20,7,105521,TSB(Non animal origin) 자가,BT,,,,,,
20,7,105944,20L Glass bottle(screw),EA,,,,,,
20,7,105996,멸균백1200*1200mm,EA,,,,,,
20,7,105998,멸균백400*500mm,EA,100,,,,,
20,7,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,,,,,,
20,7,300006,퐁퐁,EA,5,,,,,
20,7,300009,Sartofluor GA 10',EA,,,1,,,
20,7,300010,Sartofluor GA 20',EA,,,,,,
20,7,300011,Sartofluor Mini,EA,,,,,,
20,7,302000,수산화나트륨(퀴놀론1KG),kg,,,,37.012,,
20,7,LMSM00007C,수산화나트륨 자가 (1kg),kg,,,,,,
20,7,302060,AGP Solution Kit,EA,,,8,,,
20,7,302101,5mL PC Validation Vial,EA,,,,,,
20,7,302102,Autoclave Indicator. Sigmaware,EA,,,,,,
20,7,302103,Hi Temperature Indicator(Shamrock)(건열),EA,,,,,,
20,7,302104,Chemical Indicator 1250 (3M),EA,,,,,,
20,7,302109,락스 (럭키),EA,,,2,,,
20,7,302122,염화나트륨(수지 재생용) 자가,kg,,,,,,
20,7,302123,펌프 튜빙(Masterflex L/S 16),EA,,,,,,
20,7,302124,펌프 튜빙(Masterflex L/S 17),EA,,,4,,,
20,7,302125,펌프 튜빙(Masterflex L/S 18),EA,,,,,,
20,7,302126,펌프 튜빙(Masterflex L/S 24),EA,,,1,,,
20,7,302127,펌프 튜빙(Masterflex I/P 73),EA,,,,,,
20,7,302128,펌프 튜빙(Masterflex I/P 82),EA,,,2,,,
20,7,302143,Endotoxin Indicator(Endosafe) 자가,EA,2,,,,,
20,7,302161,Durapore 필터(SCGVU11RE),EA,,2,,,,
20,7,302170,아세톤 자가,mL ,,,,,,
20,7,302171,Optiseal 필터(LAGR04TP6),EA,,1,,,,
20,7,302210,펌프 튜빙(NALGENE 8060-0200),EA,,,,,,
20,7,302212,펌프 튜빙(NALGENE 8060-0100),EA,,,,,,
20,7,302213,펌프 튜빙(NALGENE 8060-0060),EA,1,,,,,
20,7,302214,펌프 튜빙(NALGENE 8060-0040),EA,,,,,,
20,7,302250,필터 (PUY2UY300H),EA,,,,,,
20,7,302251,필터 (PUY2UY100H),EA,,,,,,
20,7,302256,필터 (PUY1UY400J),EA,,,,,,
20,7,302259,필터 (AB1PFA7PVH4),EA,,,,,,
20,7,302260,필터 (AB3NFZ7PH4),EA,,,,,,
20,7,302341,펌프 튜빙(Masterflex L/S 25),EA,,,,,,
20,7,302450,필터(SLK7002PFRP)(스팀필터),EA,1,,,,,
20,7,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,,,,,,
20,7,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,,,,,,
20,7,302453,필터(CTGB71TP3)(스팀필터),EA,8,,,,,
20,7,302481,구연산무수(99.5%이상),kg,,,,,,
20,7,302520,PFA Tubing(EW-06371-04),EA,,,,,,
20,7,302521,PFA Tubing(RZ-06375-02),EA,,,,,,
20,7,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,,,,,,
20,7,302572,Millex-FG Filter(MTGR85000),EA,,,,,,
20,7,302573,C-Flex Tubing(072-313-3),EA,,,,,,
20,7,302620,CTGR75S01 Millipore Filter,EA,1,,,,,
20,7,302621,KVGB04TC3 Milliporre Filter,EA,,,,,,
20,7,302622,CTGB72TP3 Millipore Filter,EA,,,,,,
20,7,302623,AB05PFR7PVH4 Pall Filter,EA,,,,,,
20,7,302690,액체 세제 (액츠 무진복 세탁용),EA,,5,,,,
20,7,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,2,,,,,
20,7,302780,H2O2 for HPV,EA,12,,,,,
20,7,302880,Sartfluor GA,EA,,,,,,
20,7,302881,Sartfluor junior,EA,,,,,,
20,7,302882,SP Sephadex C50 자가,g,,,,,,
20,7,303090,테크세제,EA,,,1,,,
20,7,302841,72B/A4 Clean paper,EA,1000,,,,,
20,7,200522,화이버 드럼,EA,,,,,,
20,7,106602,보위딕 테스트 팩(Terragene),EA,144,10,3,,,
20,7,302255,필터 (PFY2UY300J),EA,,,,,,
20,7,302571,Sartofluor Filter(5185307T8),EA,,,,,,
20,7,302151,Sartoclean CA 20',EA,,,,,,
20,7,302257,필터 (PFY1J012J),EA,,,,,,
20,7,302914,Sterile Filter(KA3EKVP10.2um),EA,,,,,,
20,7,300953,킴텍스(50×70×1),EA,,,,,,
20,7,302321,훈증액 MINNACARE COLD STERILANT,BT,,,,,,
20,7,302254,필터 (MBS1002RJH2),EA,,,,,,
20,7,103638,밀리팩200(MPGL2GCL3),EA,,1,,,,
20,7,102141,SARTOBRAN P 10' Filter,EA,,,,,,
20,7,100351,Filter SARTOPURE PP2,EA,,,,,,
20,7,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,3,6,5,,,
20,7,303034,Decon-cycle (Disinfectant)472mL 자가,EA,,6,,,,
20,7,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,2,,,,,
20,7,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,28,,1,,,
20,7,303036,70% IPA 472mL 자가,EA,84,13,17,,12,24
20,7,303060,70% IPA Gallon size 자가,EA,,,,,,
20,7,303033,5% Decon-spore (Sporicide)472mL 자가,EA,7,,,,,
20,7,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,,,,,,
20,7,303035,Hypo-chlor (Sporicide)472mL 자가,EA,,,,,,
20,7,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,,,,,,
20,7,303080,70% IPA Dispenser용(자동분무기용),EA,,,,,,1
20,7,102990,Filter Unit 1L 자가(Bottle top),EA,24,,25,,,
20,7,100136,트립신에데트산나트륨,mL ,,,,,,
19,9,100130,디메티콘 유제 35% 자가,g,,,,,,
19,9,105521,TSB(Non animal origin) 자가,BT,,,,,,
19,9,105944,20L Glass bottle(screw),EA,,,,,,
19,9,105996,멸균백1200*1200mm,EA,,,,,,
19,9,105998,멸균백400*500mm,EA,0,0,0,,,
19,9,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,,,,,,
19,9,300006,퐁퐁,EA,0,0,0,,,
19,9,300009,Sartofluor GA 10',EA,,0,,,,
19,9,300010,Sartofluor GA 20',EA,,,,,,
19,9,300011,Sartofluor Mini,EA,,3,,,,
19,9,302000,수산화나트륨(퀴놀론1KG),kg,0,,,8,,
19,9,302060,AGP Solution Kit,EA,,,4,,,
19,9,302101,5mL PC Validation Vial,EA,,,0,,60,
19,9,302102,Autoclave Indicator. Sigmaware,EA,,12,,,,
19,9,302103,Hi Temperature Indicator(Shamrock)(건열),EA,0,,,,,
19,9,302104,Chemical Indicator 1250 (3M),EA,,,,,,
19,9,302109,락스 (럭키),EA,,3,0,,,
19,9,302123,펌프 튜빙(Masterflex L/S 16),EA,0,,0,,,
19,9,302124,펌프 튜빙(Masterflex L/S 17),EA,,,0,,,
19,9,302125,펌프 튜빙(Masterflex L/S 18),EA,,,,,,
19,9,302126,펌프 튜빙(Masterflex L/S 24),EA,,,0,,,
19,9,302127,펌프 튜빙(Masterflex I/P 73),EA,,,0,,,
19,9,302128,펌프 튜빙(Masterflex I/P 82),EA,,1,1,,,
19,9,302143,Endotoxin Indicator(Endosafe) 자가,EA,1,,,,,1
19,9,302161,Durapore 필터(SCGVU11RE),EA,,,,,,
19,9,302170,아세톤 자가,mL ,,,,,,
19,9,302171,Optiseal 필터(LAGR04TP6),EA,,,,,,
19,9,302210,펌프 튜빙(NALGENE 8060-0200),EA,2,,,,,
19,9,302212,펌프 튜빙(NALGENE 8060-0100),EA,0,,,,,
19,9,302213,펌프 튜빙(NALGENE 8060-0060),EA,,,,,,
19,9,302214,펌프 튜빙(NALGENE 8060-0040),EA,,,,,,
19,9,302250,필터 (PUY2UY300H),EA,,,,,,
19,9,302251,필터 (PUY2UY100H),EA,,,,0,,
19,9,302256,필터 (PUY1UY400J),EA,,,,,,
19,9,302259,필터 (AB1PFA7PVH4),EA,,,,,,
19,9,302260,필터 (AB3NFZ7PH4),EA,,,,,,
19,9,302341,펌프 튜빙(Masterflex L/S 25),EA,,,,,,
