Date,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2022-07-19,pm 12:24:20,122.75,122.77,122.75,122.76,122.76,122.77,122.69,122.79,122.75,122.75,122.74,122.74,122.77,122.76,122.75,122.76,122.77
2022-07-19,pm 12:24:30,122.76,122.78,122.76,122.78,122.76,122.79,122.6,122.8,122.76,122.76,122.76,122.75,122.79,122.77,122.77,122.77,122.79
2022-07-19,pm 12:24:40,122.75,122.76,122.75,122.77,122.74,122.77,122.36,122.78,122.76,122.74,122.74,122.73,122.77,122.76,122.75,122.76,122.78
2022-07-19,pm 12:24:50,122.69,122.69,122.69,122.7,122.69,122.7,122.21,122.7,122.69,122.68,122.68,122.67,122.7,122.7,122.68,122.7,122.7
2022-07-19,pm 12:25:00,122.71,122.72,122.7,122.71,122.73,122.71,122.7,122.74,121.62,122.71,122.7,122.71,122.71,122.72,122.71,122.72,122.72
2022-07-19,pm 12:25:10,122.65,122.65,122.65,122.67,122.66,122.66,122.6,122.67,123.92,122.65,122.65,122.65,122.66,122.67,122.65,122.67,122.67
2022-07-19,pm 12:25:20,122.65,122.66,122.65,122.66,122.66,122.65,122.58,122.67,123.23,122.65,122.65,122.65,122.66,122.67,122.65,122.67,122.66
2022-07-19,pm 12:25:30,122.64,122.65,122.64,122.65,122.66,122.65,122.8,122.66,125.35,122.64,122.63,122.64,122.64,122.66,122.63,122.66,122.65
2022-07-19,pm 12:25:40,122.64,122.65,122.64,122.66,122.62,122.67,122.47,122.67,123.81,122.64,122.64,122.62,122.66,122.66,122.65,122.65,122.67
2022-07-19,pm 12:25:50,122.68,122.7,122.68,122.68,122.71,122.69,122.63,122.7,123.38,122.68,122.67,122.68,122.69,122.69,122.68,122.7,122.69
2022-07-19,pm 12:26:00,122.66,122.66,122.67,122.68,122.62,122.69,122.79,122.69,126.06,122.65,122.66,122.64,122.69,122.68,122.67,122.67,122.7
2022-07-19,pm 12:26:10,122.67,122.68,122,122.68,122.7,122.68,122.66,122.69,124.19,122.68,122.67,122.68,122.68,122.69,122.67,122.7,122.68
2022-07-19,pm 12:26:20,122.69,122.71,122.69,122.7,122.71,122.7,122.77,122.72,123.28,122.69,122.68,122.68,122.7,122.7,122.7,122.7,122.7
2022-07-19,pm 12:26:30,122.69,122.7,122.69,122.7,122.69,122.71,122.74,122.71,124.89,122.68,122.68,122.68,122.71,122.7,122.69,122.7,122.71
2022-07-19,pm 12:26:40,122.71,122.73,122.71,122.72,122.72,122.73,122.47,122.74,122.39,122.71,122.71,122.7,122.73,122.72,122.72,122.72,122.73
2022-07-19,pm 12:26:50,122.68,122.69,122.68,122.7,122.68,122.69,122.85,122.71,126.01,122.68,122.68,122.67,122.7,122.7,122.68,122.7,122.7
2022-07-19,pm 12:27:00,122.67,122.68,122.67,122.68,122.69,122.67,122.3,122.7,120.83,122.67,122.67,122.67,122.67,122.68,122.67,122.69,122.68
2022-07-19,pm 12:27:10,122.71,122.73,122.71,122.72,122.72,122.74,122.46,122.75,127.54,122.72,122.7,122.7,122.73,122.72,122.72,122.72,122.74
2022-07-19,pm 12:27:20,122.76,122.78,122.76,122.77,122.75,122.8,122.74,122.8,124.09,122.76,122.75,122.75,122.79,122.77,122.77,122.78,122.79
2022-07-19,pm 12:27:30,122.76,122.78,122.76,122.77,122.78,122.77,123.22,122.79,126.06,122.77,122.76,122.76,122.77,122.78,122.77,122.78,122.78
2022-07-19,pm 12:27:40,122.76,122.77,122.63,122.77,122.77,122.77,122.77,122.78,120.83,122.76,122.75,122.75,122.77,122.77,122.75,122.77,122.78
2022-07-19,pm 12:27:50,122.77,122.79,122.77,122.78,122.78,122.79,122.98,122.81,122.78,122.77,122.77,122.77,122.79,122.79,122.78,122.78,122.8
2022-07-19,pm 12:28:00,122.78,122.79,122.78,122.79,122.77,122.79,122.94,122.81,122.77,122.77,122.77,122.76,122.79,122.78,122.78,122.79,122.8
2022-07-19,pm 12:28:10,122.77,122.78,122.77,122.79,122.77,122.8,122.37,122.8,122.78,122.77,122.77,122.76,122.79,122.78,122.78,122.79,122.8
2022-07-19,pm 12:28:20,122.81,122.82,122.8,122.82,122.81,122.83,122.6,122.84,122.81,122.8,122.8,122.8,122.82,122.81,122.81,122.81,122.83
2022-07-19,pm 12:28:30,122.81,122.82,122.8,122.81,122.83,122.82,122.55,122.83,122.8,122.81,122.8,122.81,122.81,122.82,122.8,122.82,122.82
2022-07-19,pm 12:28:40,122.78,122.79,122.79,122.8,122.77,122.81,122.63,122.81,122.79,122.78,122.78,122.77,122.8,122.79,122.79,122.79,122.81
2022-07-19,pm 12:28:50,122.75,122.76,122.75,122.76,122.75,122.76,122.79,122.76,122.75,122.75,122.75,122.74,122.75,122.77,122.74,122.77,122.76
2022-07-19,pm 12:29:00,122.76,122.78,122.76,122.78,122.75,122.79,122.56,122.8,122.77,122.76,122.76,122.75,122.78,122.77,122.77,122.78,122.79
2022-07-19,pm 12:29:10,122.76,122.77,122.76,122.77,122.78,122.77,122.62,122.78,122.75,122.76,122.76,122.76,122.77,122.78,122.75,122.78,122.77
2022-07-19,pm 12:29:20,122.77,122.78,122.76,122.78,122.78,122.78,122.53,122.79,122.77,122.77,122.76,122.77,122.78,122.78,122.77,122.79,122.78
2022-07-19,pm 12:29:30,122.78,122.79,122.77,122.79,122.79,122.79,122.56,122.81,122.78,122.78,122.77,122.77,122.79,122.78,122.78,122.78,122.79
2022-07-19,pm 12:29:40,122.77,122.79,122.77,122.78,122.77,122.79,122.24,122.8,122.76,122.76,122.76,122.76,122.78,122.78,122.78,122.78,122.79
2022-07-19,pm 12:29:50,122.77,122.78,122.76,122.78,122.76,122.79,122.5,122.8,122.77,122.76,122.76,122.75,122.78,122.78,122.77,122.77,122.79
2022-07-19,pm 12:30:00,122.69,122.69,122.7,122.72,122.66,122.71,122.49,122.71,122.71,122.68,122.7,122.67,122.71,122.71,122.68,122.7,122.72
2022-07-19,pm 12:30:10,122.66,122.66,122.66,122.68,122.64,122.68,122.48,122.68,122.67,122.65,122.66,122.64,122.68,122.68,122.66,122.67,122.69
2022-07-19,pm 12:30:20,122.56,122.56,123.15,122.59,122.52,122.58,122.43,122.58,122.57,122.55,122.57,122.53,122.58,122.58,122.56,122.56,122.59
2022-07-19,pm 12:30:30,122.54,122.55,122.54,122.56,122.55,122.56,122.5,122.57,122.55,122.54,122.55,122.53,122.56,122.56,122.55,122.56,122.57
2022-07-19,pm 12:30:40,122.54,122.56,122.54,122.56,122.54,122.56,122.12,122.57,122.54,122.54,122.54,122.53,122.56,122.56,122.55,122.55,122.57
2022-07-19,pm 12:30:50,122.47,122.47,122.47,122.5,122.44,122.49,122.43,122.49,122.49,122.46,122.48,122.45,122.49,122.49,122.47,122.48,122.5
2022-07-19,pm 12:31:00,122.47,122.48,122.46,122.48,122.47,122.49,122.53,122.5,122.46,122.46,122.46,122.46,122.49,122.48,122.48,122.48,122.48
2022-07-19,pm 12:31:10,122.44,122.45,122.44,122.45,122.46,122.45,122.3,122.46,122.47,122.44,122.44,122.44,122.45,122.46,122.44,122.46,122.45
2022-07-19,pm 12:31:20,122.43,122.44,122.89,122.45,122.41,122.45,122.49,122.46,122.44,122.43,122.43,122.41,122.45,122.44,122.43,122.44,122.45
2022-07-19,pm 12:31:30,122.42,122.43,122.42,122.44,122.41,122.45,122.29,122.44,122.43,122.42,122.42,122.4,122.44,122.44,122.42,122.43,122.45
2022-07-19,pm 12:31:40,122.41,122.42,122.4,122.41,122.44,122.4,122.25,122.43,122.39,122.41,122.4,122.41,122.4,122.42,122.41,122.42,122.41
2022-07-19,pm 12:31:50,122.45,122.48,122.45,122.46,122.47,122.47,122.17,122.5,122.44,122.46,122.44,122.45,122.46,122.46,122.46,122.46,122.48
2022-07-19,pm 12:32:00,122.44,122.45,122.44,122.45,122.46,122.46,122.1,122.47,122.44,122.44,122.44,122.44,122.45,122.46,122.44,122.46,122.46
2022-07-19,pm 12:32:10,122.43,122.44,122.43,122.45,122.41,122.46,122.35,122.46,122.45,122.43,122.43,122.42,122.46,122.45,122.44,122.44,122.46
2022-07-19,pm 12:32:20,122.44,122.45,122.44,122.46,122.43,122.46,122.11,122.47,122.44,122.44,122.43,122.43,122.46,122.45,122.45,122.45,122.47
2022-07-19,pm 12:32:30,122.47,122.5,122.47,122.49,122.48,122.5,122.09,122.51,122.48,122.48,122.47,122.47,122.5,122.49,122.48,122.49,122.5
2022-07-19,pm 12:32:40,122.47,122.48,122.47,122.48,122.48,122.48,122.22,122.49,122.47,122.47,122.47,122.46,122.48,122.48,122.47,122.49,122.49
2022-07-19,pm 12:32:50,122.46,122.47,122.46,122.48,122.47,122.49,122.15,122.48,122.47,122.46,122.46,122.46,122.48,122.48,122.46,122.48,122.49
2022-07-19,pm 12:33:00,122.47,122.49,122.47,122.49,122.48,122.5,122.17,122.51,122.48,122.47,122.47,122.47,122.49,122.48,122.48,122.48,122.5
2022-07-19,pm 12:33:10,122.5,122.51,122.5,122.51,122.53,122.51,122.27,122.53,122.5,122.5,122.49,122.5,122.51,122.51,122.5,122.52,122.52
2022-07-19,pm 12:33:20,122.46,122.46,122.46,122.48,122.42,122.48,122.39,122.48,122.47,122.45,122.46,122.44,122.48,122.47,122.46,122.46,122.48
2022-07-19,pm 12:33:30,122.48,122.5,122.48,122.49,122.51,122.5,122.07,122.51,122.47,122.49,122.48,122.49,122.48,122.49,122.48,122.5,122.5
2022-07-19,pm 12:33:40,122.49,122.5,122.48,122.5,122.5,122.5,121.57,122.52,122.48,122.49,122.48,122.48,122.49,122.5,122.49,122.51,122.5
2022-07-19,pm 12:33:50,122.52,122.54,122.52,122.53,122.54,122.53,122.18,122.56,122.52,122.52,122.51,122.52,122.53,122.53,122.53,122.53,122.54
2022-07-19,pm 12:34:00,122.52,122.53,122.52,122.53,122.53,122.53,122.53,122.56,122.52,122.52,122.51,122.51,122.53,122.53,122.53,122.53,122.54
2022-07-19,pm 12:34:10,122.56,122.58,122.55,122.56,122.57,122.58,122.09,122.6,122.55,122.56,122.55,122.56,122.58,122.57,122.56,122.57,122.58
2022-07-19,pm 12:34:20,122.54,122.55,122.54,122.55,122.55,122.54,122.2,122.56,122.53,122.54,122.54,122.53,122.54,122.55,122.54,122.55,122.55
2022-07-19,pm 12:34:30,122.55,122.57,122.55,122.55,122.58,122.55,122.53,122.59,122.54,122.55,122.54,122.55,122.55,122.56,122.55,122.56,122.56
2022-07-19,pm 12:34:40,122.54,122.55,122.53,122.54,122.56,122.54,122.77,122.56,122.53,122.54,122.53,122.54,122.54,122.55,122.53,122.56,122.55
2022-07-19,pm 12:34:50,122.57,122.59,122.57,122.58,122.6,122.58,122.6,122.6,122.56,122.57,122.57,122.57,122.58,122.58,122.57,122.59,122.58
2022-07-19,pm 12:35:00,122.56,122.57,122.55,122.56,122.57,122.56,122.15,122.58,122.54,122.55,122.55,122.54,122.56,122.57,122.55,122.51,122.56
2022-07-19,pm 12:35:10,117.18,118.85,117.38,118.06,113.9,118.97,119.18,116.42,118.6,116.93,117.78,115.34,117.78,118.56,117.01,119.24,118.51
2022-07-19,pm 12:35:20,110.91,114.31,107.97,108.8,109.05,114.3,115.06,107.2,110.75,107.94,111.76,105.84,108.09,114.27,107.92,114.7,112.39
2022-07-19,pm 12:35:30,106.49,109.02,98.53,99.65,104.79,108.63,111.11,100.39,105.81,98.81,107.15,96.74,98.79,109.51,100.18,109.55,107.64
2022-07-19,pm 12:35:40,101.41,103.97,89.76,91.45,100.61,103.07,106.94,97.07,101.39,91.36,102.07,90.31,89.85,105.11,94.52,105.31,103.44
2022-07-19,pm 12:35:50,97.13,99.57,81.78,87.27,97.04,98.35,102.45,92.52,97.33,88.84,97.32,84.57,81.23,100.84,88.57,101.13,99.52
2022-07-19,pm 12:36:00,93.52,95.64,73.76,85.56,93.67,94.27,95.72,87.5,93.55,86.15,93.12,81.09,73.16,96.71,82.8,96.99,95.86
2022-07-19,pm 12:36:10,89.66,93.2,71.51,85.12,93,89.94,93.6,84.16,90.51,82.33,90.21,80.2,71.9,94.08,81.86,94.4,93.09
2022-07-19,pm 12:36:20,89.39,93.4,72.29,86.46,95.98,90.3,93.88,85.48,91.07,82.07,90.24,81.61,73.42,94.55,84.42,94.03,93.81
2022-07-19,pm 12:36:30,90.22,93.96,74.28,88.48,97.1,92.04,94.21,87.81,92.09,83.68,90.84,83.86,75.72,95.27,87.6,94.17,94.78
2022-07-19,pm 12:36:40,91.09,94.3,76.45,90.07,96.31,92.83,94.57,89.49,92.46,85.55,91.6,85.66,76.51,95.11,89.96,94.49,95.27
2022-07-19,pm 12:36:50,91.72,94.29,79.74,91.04,95.69,93.06,94.89,90.45,92.28,87.12,91.93,86.89,77.29,94.55,91.31,94.35,95.47
2022-07-19,pm 12:37:00,91.97,94.28,82.3,91.6,94.98,93.61,94.85,91.82,92.33,88.08,92.47,87.29,79.34,94.21,92.12,94.18,95.23
2022-07-19,pm 12:37:10,91.67,93.97,83.78,91.84,94.31,93.73,94.56,92.69,92.45,88.4,92.76,87.14,81.28,93.79,92.74,93.8,94.7
2022-07-19,pm 12:37:20,91.41,93.45,85.11,92.15,93.97,93.66,94.74,93.27,92.19,88.71,92.75,86.78,82.54,93.3,93.1,93.66,94.19
2022-07-19,pm 12:37:30,91.26,93.19,86.3,92.43,93.63,93.73,92.45,93.71,92.15,89.18,92.86,86.74,83.51,93.09,93.49,93.67,93.87
2022-07-19,pm 12:37:40,91.25,93.14,87.46,92.72,93.4,93.94,92.3,94.19,92.3,89.73,92.93,86.93,84.3,93,93.97,93.81,93.75
2022-07-19,pm 12:37:50,91.4,93.16,88.61,93.09,93.35,94.2,93.93,94.7,92.51,90.42,92.91,87.18,84.93,92.89,94.49,93.97,93.8
2022-07-19,pm 12:38:00,91.61,93.29,90.92,93.48,93.4,94.44,93.66,95.2,92.67,91.09,92.98,87.42,85.69,92.79,94.89,94.14,93.88
2022-07-19,pm 12:38:10,91.88,93.44,90.52,93.81,93.45,94.72,93.27,95.51,92.82,91.74,93.08,87.66,86.64,92.78,95.31,94.32,93.95
2022-07-19,pm 12:38:20,92.12,93.67,91.32,94.16,93.59,94.96,93.05,95.8,92.96,92.27,93.18,87.91,87.87,92.77,95.65,94.55,94.08
2022-07-19,pm 12:38:30,92.44,93.83,92,94.47,93.73,95.2,91.75,96.03,93.14,92.85,93.39,88.25,89.16,92.91,95.93,94.78,94.25
2022-07-19,pm 12:38:40,92.78,94.02,92.55,94.73,93.87,95.42,93.14,96.21,93.29,93.33,93.69,88.71,90.29,93.09,96.16,94.99,94.44
2022-07-19,pm 12:38:50,93.03,94.21,93.08,94.99,94.01,95.57,93.72,96.41,93.48,93.75,93.86,89.36,91.28,93.33,96.36,95.16,94.61
2022-07-19,pm 12:39:00,93.27,94.42,93.55,95.25,94.17,95.74,93.43,96.61,93.61,94.09,93.99,90.03,92.11,93.53,96.57,95.35,94.79
2022-07-19,pm 12:39:10,93.44,94.6,93.94,95.48,94.32,95.9,95.33,96.69,93.8,94.35,94.19,90.63,92.88,93.63,96.76,95.49,94.95
2022-07-19,pm 12:39:20,93.67,94.82,94.25,95.68,94.49,96.04,94.35,96.87,93.96,94.65,94.4,91.26,93.51,93.79,96.94,95.67,95.09
2022-07-19,pm 12:39:30,93.85,94.97,94.53,95.89,94.6,96.19,95.23,96.95,94.13,94.95,94.58,91.82,94.07,93.97,97.1,95.85,95.27
2022-07-19,pm 12:39:40,94.09,95.18,94.84,96.08,94.72,96.32,93.75,97.06,94.36,95.21,94.7,92.31,94.53,94.05,97.23,96.01,95.44
2022-07-19,pm 12:39:50,94.31,95.33,95.1,96.23,94.84,96.42,93.99,97.11,94.51,95.41,94.91,92.69,94.88,94.12,97.36,96.13,95.6
2022-07-19,pm 12:40:00,94.49,95.47,95.35,96.38,95.02,96.54,95.21,97.21,94.69,95.63,95.03,92.94,95.22,94.23,97.49,96.27,95.77
2022-07-19,pm 12:40:10,94.69,95.59,95.56,96.49,95.21,96.67,99.12,97.33,94.88,95.8,95.16,93.25,95.47,94.4,97.61,96.39,95.95
2022-07-19,pm 12:40:20,94.86,95.75,95.75,96.63,95.36,96.76,97.12,97.37,95.05,95.94,95.24,93.52,95.74,94.55,97.72,96.52,96.14
2022-07-19,pm 12:40:30,94.92,95.87,95.92,96.76,95.49,96.83,97.62,97.41,95.21,96.08,95.29,93.81,95.96,94.7,97.81,96.63,96.28
2022-07-19,pm 12:40:40,95.03,96.03,96.04,96.89,95.61,96.92,98.67,97.49,95.37,96.17,95.35,94.02,96.21,94.87,97.89,96.75,96.37
2022-07-19,pm 12:40:50,95.14,96.15,96.17,97.01,95.83,97.01,99.65,97.54,95.52,96.28,95.41,94.26,96.45,95.03,97.95,96.86,96.48
2022-07-19,pm 12:41:00,95.24,96.24,96.27,97.12,96.01,97.08,97.05,97.51,95.62,96.36,95.51,94.48,96.65,95.2,98.02,96.9,96.66
2022-07-19,pm 12:41:10,95.35,96.32,96.38,97.2,96.13,97.13,90.22,97.46,95.69,96.45,95.59,94.59,96.84,95.32,98.08,96.99,96.77
2022-07-19,pm 12:41:20,95.43,96.44,96.47,97.29,96.22,97.17,95.3,97.42,95.75,96.54,95.7,94.73,96.98,95.44,98.15,97.1,96.86
2022-07-19,pm 12:41:30,95.51,96.56,96.55,97.37,96.38,97.2,91.32,97.36,95.89,96.65,95.78,94.86,97.12,95.54,98.19,97.18,96.97
2022-07-19,pm 12:41:40,95.63,96.68,96.63,97.45,96.47,97.26,96.3,97.37,96.02,96.71,95.81,94.9,97.22,95.64,98.24,97.24,97.06
2022-07-19,pm 12:41:50,95.68,96.74,96.7,97.48,96.54,97.32,91.08,97.43,96.11,96.78,95.9,95.04,97.33,95.72,98.27,97.31,97.18
2022-07-19,pm 12:42:00,95.76,96.86,96.79,97.53,96.73,97.36,93.61,97.45,96.2,96.89,96.02,95.17,97.42,95.78,98.27,97.4,97.28
2022-07-19,pm 12:42:10,95.86,96.93,96.89,97.59,96.89,97.4,93.88,97.48,96.26,96.97,96.06,95.29,97.49,95.89,98.28,97.48,97.36
2022-07-19,pm 12:42:20,95.94,97.03,96.94,97.66,97.06,97.45,94.98,97.43,96.36,97.04,96.03,95.36,97.58,96,98.3,97.52,97.45
2022-07-19,pm 12:42:30,96.01,97.12,96.99,97.69,97.13,97.47,94.78,97.45,96.38,97.06,96.1,95.45,97.66,96.1,98.31,97.57,97.55
2022-07-19,pm 12:42:40,96.06,97.26,97.08,97.73,97.27,97.5,97.59,97.44,96.38,97.09,96.23,95.53,97.69,96.16,98.31,97.64,97.63
2022-07-19,pm 12:42:50,96.15,97.4,97.14,97.81,97.32,97.53,96.5,97.42,96.42,97.12,96.23,95.62,97.68,96.21,98.34,97.68,97.73
2022-07-19,pm 12:43:00,96.2,97.45,97.19,97.86,97.41,97.56,96.24,97.41,96.52,97.19,96.26,95.73,97.69,96.3,98.39,97.75,97.81
2022-07-19,pm 12:43:10,96.21,97.47,97.24,97.9,97.52,97.59,96.39,97.39,96.59,97.24,96.32,95.83,97.73,96.41,98.4,97.82,97.91
2022-07-19,pm 12:43:20,96.29,97.54,97.28,97.95,97.63,97.62,100.89,97.4,96.66,97.27,96.25,95.85,97.75,96.53,98.46,97.88,97.99
2022-07-19,pm 12:43:30,96.36,97.56,97.3,98.01,97.67,97.69,96.52,97.38,96.76,97.3,96.24,95.88,97.81,96.63,98.48,97.91,98.04
2022-07-19,pm 12:43:40,96.41,97.66,97.34,98.04,97.69,97.7,95.26,97.39,96.85,97.33,96.32,95.99,97.84,96.66,98.49,97.92,98.09
2022-07-19,pm 12:43:50,96.45,97.69,97.38,98.08,97.81,97.71,96.43,97.39,96.92,97.4,96.38,96.04,97.87,96.73,98.52,97.92,98.14
2022-07-19,pm 12:44:00,96.47,97.76,97.42,98.13,97.93,97.73,93.72,97.4,96.95,97.42,96.44,96.07,97.91,96.85,98.53,97.98,98.21
2022-07-19,pm 12:44:10,96.5,97.8,97.46,98.16,98.05,97.78,95.58,97.39,97,97.41,96.45,96.1,97.96,96.97,98.54,98.02,98.24
2022-07-19,pm 12:44:20,96.55,97.9,97.5,98.23,98.16,97.79,95.16,97.41,97.05,97.44,96.56,96.18,98,97.06,98.53,98.07,98.3
2022-07-19,pm 12:44:30,96.6,97.95,97.54,98.29,98.19,97.79,95.95,97.42,97.09,97.46,96.65,96.25,97.98,97.1,98.54,98.13,98.4
2022-07-19,pm 12:44:40,96.63,98.01,97.58,98.29,98.18,97.82,98.11,97.43,97.11,97.45,96.8,96.3,98.02,97.19,98.56,98.22,98.47
2022-07-19,pm 12:44:50,96.66,98.09,97.64,98.32,98.21,97.83,98.12,97.4,97.17,97.46,96.9,96.33,98.07,97.3,98.61,98.27,98.54
2022-07-19,pm 12:45:00,96.71,98.18,97.67,98.38,98.26,97.88,97.03,97.29,97.23,97.45,96.9,96.39,98.17,97.37,98.67,98.34,98.58
2022-07-19,pm 12:45:10,96.77,98.25,97.7,98.43,98.3,97.92,96.99,97.36,97.32,97.5,96.95,96.44,98.2,97.44,98.69,98.39,98.6
2022-07-19,pm 12:45:20,96.86,98.31,97.72,98.43,98.4,97.93,96.19,97.36,97.39,97.56,97.02,96.46,98.22,97.54,98.72,98.46,98.63
2022-07-19,pm 12:45:30,96.9,98.4,97.74,98.44,98.48,97.98,99.01,97.37,97.43,97.62,97.06,96.47,98.24,97.58,98.72,98.51,98.68
2022-07-19,pm 12:45:40,96.92,98.45,97.78,98.44,98.55,98,97.82,97.34,97.51,97.63,97.03,96.5,98.3,97.63,98.79,98.55,98.74
2022-07-19,pm 12:45:50,96.95,98.51,97.82,98.46,98.56,97.99,95.81,97.38,97.52,97.64,97.15,96.56,98.34,97.66,98.81,98.58,98.83
2022-07-19,pm 12:46:00,97.04,98.57,97.86,98.51,98.62,97.98,97.17,97.4,97.62,97.7,97.23,96.63,98.36,97.72,98.82,98.6,98.91
2022-07-19,pm 12:46:10,97.04,98.57,97.92,98.56,98.75,98,95.89,97.41,97.68,97.76,97.32,96.71,98.42,97.85,98.82,98.64,98.97
2022-07-19,pm 12:46:20,97.08,98.66,97.96,98.63,98.81,98.03,98.55,97.43,97.74,97.75,97.29,96.8,98.47,97.94,98.85,98.68,99.05
2022-07-19,pm 12:46:30,97.12,98.7,97.99,98.66,98.88,98.05,97.83,97.43,97.86,97.84,97.38,96.87,98.51,98.01,98.86,98.71,99.12
2022-07-19,pm 12:46:40,97.11,98.75,98.04,98.72,99,98.1,95.14,97.4,97.99,97.87,97.46,96.95,98.56,98.08,98.89,98.78,99.16
2022-07-19,pm 12:46:50,97.14,98.84,98.1,98.78,99.03,98.17,97.01,97.48,98.06,97.82,97.52,97.04,98.59,98.11,98.9,98.81,99.2
2022-07-19,pm 12:47:00,97.19,98.89,98.14,98.86,99.04,98.23,98.87,97.48,98.08,97.81,97.57,97.1,98.57,98.18,98.97,98.83,99.26
2022-07-19,pm 12:47:10,97.23,98.93,98.2,98.92,99.09,98.24,96.76,97.48,98.12,97.86,97.6,97.13,98.55,98.27,98.98,98.88,99.32
2022-07-19,pm 12:47:20,97.26,98.96,98.24,98.95,99.14,98.28,94.14,97.53,98.14,97.95,97.69,97.21,98.57,98.35,99.01,98.93,99.4
2022-07-19,pm 12:47:30,97.36,99.04,98.28,98.97,99.15,98.34,94.75,97.54,98.19,97.97,97.69,97.23,98.6,98.38,99.02,98.97,99.48
2022-07-19,pm 12:47:40,97.41,99.09,98.29,99,99.24,98.41,101.66,97.53,98.22,98.02,97.69,97.25,98.64,98.43,99.04,99.04,99.55
2022-07-19,pm 12:47:50,97.5,99.13,98.33,99.03,99.3,98.44,95.28,97.58,98.26,98.08,97.71,97.3,98.73,98.46,99.09,99.09,99.6
2022-07-19,pm 12:48:00,97.54,99.24,98.36,99.07,99.34,98.51,97.47,97.63,98.3,98.13,97.79,97.36,98.75,98.51,99.12,99.13,99.64
2022-07-19,pm 12:48:10,97.59,99.3,98.38,99.13,99.34,98.56,95.1,97.71,98.31,98.16,97.96,97.41,98.8,98.59,99.16,99.17,99.7
2022-07-19,pm 12:48:20,97.65,99.34,98.43,99.18,99.42,98.6,96.06,97.76,98.36,98.2,98.05,97.47,98.88,98.66,99.23,99.22,99.75
2022-07-19,pm 12:48:30,97.7,99.4,98.5,99.22,99.53,98.64,98.63,97.76,98.38,98.24,98.05,97.55,98.94,98.78,99.28,99.27,99.79
2022-07-19,pm 12:48:40,97.78,99.45,98.55,99.28,99.61,98.65,100.77,97.8,98.4,98.29,98.01,97.61,99,98.87,99.3,99.34,99.82
2022-07-19,pm 12:48:50,97.87,99.5,98.58,99.3,99.61,98.71,93.15,97.82,98.52,98.33,98.01,97.7,99.05,98.89,99.33,99.41,99.88
2022-07-19,pm 12:49:00,97.93,99.57,98.6,99.35,99.7,98.74,91.4,97.83,98.61,98.36,98.07,97.75,99.04,98.96,99.42,99.46,99.93
2022-07-19,pm 12:49:10,98.01,99.6,98.65,99.41,99.72,98.79,96.18,97.81,98.7,98.35,98.11,97.84,99.06,99.04,99.47,99.52,99.97
2022-07-19,pm 12:49:20,98.08,99.65,98.7,99.47,99.76,98.83,99.39,97.85,98.77,98.38,98.17,97.89,99.08,99.1,99.49,99.58,100
2022-07-19,pm 12:49:30,98.13,99.68,98.75,99.52,99.8,98.87,99.83,97.9,98.82,98.43,98.25,97.95,99.14,99.15,99.53,99.64,100.05
2022-07-19,pm 12:49:40,98.18,99.74,98.79,99.57,99.88,98.92,93.21,97.87,98.85,98.49,98.37,98.03,99.22,99.24,99.57,99.69,100.1
2022-07-19,pm 12:49:50,98.24,99.78,98.84,99.63,99.93,98.93,97.24,97.86,98.87,98.5,98.48,98.08,99.27,99.34,99.64,99.69,100.15
2022-07-19,pm 12:50:00,98.34,99.84,98.88,99.66,99.99,98.93,97.56,97.94,98.93,98.53,98.53,98.16,99.34,99.43,99.7,99.74,100.17
2022-07-19,pm 12:50:10,98.43,99.88,98.92,99.69,100.01,98.94,97.38,97.98,99,98.57,98.52,98.2,99.4,99.49,99.7,99.79,100.2
2022-07-19,pm 12:50:20,98.49,99.93,98.98,99.74,100.07,98.96,99.39,98.04,99.04,98.67,98.51,98.22,99.46,99.52,99.71,99.82,100.23
2022-07-19,pm 12:50:30,98.51,99.96,99.07,99.8,100.08,99.01,100.85,98.03,99.04,98.69,98.54,98.26,99.5,99.54,99.76,99.86,100.31
2022-07-19,pm 12:50:40,98.59,100.03,99.11,99.84,100.09,99.07,96.34,98.07,99.12,98.73,98.62,98.32,99.48,99.61,99.79,99.9,100.37
2022-07-19,pm 12:50:50,98.68,100.13,99.14,99.86,100.12,99.1,101.51,98.12,99.17,98.77,98.65,98.36,99.51,99.63,99.83,99.93,100.44
2022-07-19,pm 12:51:00,98.71,100.17,99.19,99.89,100.16,99.12,100.97,98.08,99.21,98.77,98.64,98.42,99.51,99.71,99.89,99.98,100.51
2022-07-19,pm 12:51:10,98.79,100.22,99.22,99.94,100.2,99.16,99.12,98.11,99.3,98.83,98.7,98.53,99.54,99.74,99.91,100.04,100.55
2022-07-19,pm 12:51:20,98.86,100.28,99.24,99.98,100.23,99.2,96.44,98.15,99.34,98.85,98.82,98.61,99.57,99.8,99.94,100.09,100.61
2022-07-19,pm 12:51:30,98.92,100.33,99.28,100.01,100.31,99.25,98.07,98.17,99.4,98.95,98.93,98.67,99.6,99.84,99.99,100.13,100.65
2022-07-19,pm 12:51:40,99.02,100.39,99.34,100.05,100.33,99.3,96.77,98.17,99.45,99.02,99.01,98.74,99.69,99.88,100.06,100.17,100.67
2022-07-19,pm 12:51:50,99.12,100.41,99.38,100.1,100.4,99.31,98.39,98.29,99.51,99.02,99.11,98.75,99.76,99.92,100.15,100.22,100.69
