기기 이름:		HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140
기기 설명		온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거
일련 번호:		P86635	P86737	P86733	P86729	P86746	P86735	P86738	P86739	P86731	P86744	P86732	P86648	P86740	P86741	P86637	P86650	P86727
기기 ID:		MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel
																		
		채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1
Date	Time	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
2022-07-20	am 11:03:00	116.63	116.49	116.54	116.11	117.07	116.32	120.62	116.41	116.16	116.71	116.51	116.82	116.17	116.43	116.33	116.77	116.27
2022-07-20	am 11:03:10	117.47	117.33	117.38	116.97	117.9	117.16	120.73	117.26	117	117.54	117.33	117.65	117.01	117.28	117.18	117.59	117.13
2022-07-20	am 11:03:20	118.28	118.14	118.2	117.8	118.7	117.97	117.3	118.07	117.82	118.35	118.94	118.46	117.84	118.1	118	118.4	117.94
2022-07-20	am 11:03:30	119.06	118.94	118.99	118.61	119.46	118.76	116.43	118.87	118.62	119.13	118.93	119.23	118.64	118.89	118.79	119.16	118.75
2022-07-20	am 11:03:40	119.78	119.66	119.71	119.36	120.14	119.51	114.77	119.6	119.37	119.84	119.57	119.93	119.4	119.61	119.53	119.87	119.49
2022-07-20	am 11:03:50	120.42	120.32	120.38	120.04	120.74	120.18	116.63	120.27	120.05	120.46	120.3	120.54	120.07	120.27	120.19	120.49	120.16
2022-07-20	am 11:04:00	120.97	120.89	120.85	120.64	121.24	120.78	121.24	120.85	120.65	121.01	120.86	121.08	120.67	120.83	120.77	121.03	120.75
2022-07-20	am 11:04:10	121.44	121.38	121.4	121.16	121.68	121.28	121.72	121.34	121.55	121.47	121.34	121.53	121.17	121.31	121.27	121.49	121.26
2022-07-20	am 11:04:20	121.84	121.8	121.8	121.6	122.05	121.71	122.09	121.75	121.6	121.86	121.75	121.91	121.62	121.73	121.7	121.88	121.68
2022-07-20	am 11:04:30	122.18	122.14	122.14	121.97	122.36	122.07	122.35	122.11	121.97	122.19	122.09	122.23	121.98	122.07	122.05	122.21	122.05
2022-07-20	am 11:04:40	122.41	122.41	122.39	122.26	122.52	122.36	122.5	122.38	122.27	122.41	122.34	122.44	122.27	122.32	122.33	122.42	122.34
2022-07-20	am 11:04:50	122.51	122.54	122.5	122.44	122.55	122.54	122.57	122.53	122.45	122.49	122.45	122.5	122.45	122.43	122.48	122.49	122.5
2022-07-20	am 11:05:00	122.54	122.56	122.52	122.49	122.57	122.58	122.52	122.54	122.5	122.51	122.49	122.52	122.49	122.47	122.52	122.52	122.54
2022-07-20	am 11:05:10	122.48	122.49	122.47	122.46	122.49	122.56	122.42	122.47	122.47	122.45	122.44	122.45	122.44	122.42	122.45	122.46	122.49
2022-07-20	am 11:05:20	122.52	122.53	122.5	122.47	122.54	122.56	122.42	122.51	122.47	122.49	122.48	122.5	122.45	122.47	122.49	122.5	122.5
2022-07-20	am 11:05:30	122.5	122.52	122.5	122.47	122.5	122.57	122.38	122.5	122.5	122.47	122.46	122.47	122.47	122.45	122.48	122.48	122.51
2022-07-20	am 11:05:40	122.43	122.51	122.43	122.46	122.4	122.54	122.36	122.49	122.46	122.4	122.41	122.4	122.45	122.4	122.47	122.42	122.48
2022-07-20	am 11:05:50	122.47	122.47	122.36	122.42	122.48	122.5	122.38	122.45	122.42	122.45	122.44	122.45	122.41	122.43	122.44	122.45	122.45
2022-07-20	am 11:06:00	122.47	122.45	122.45	122.42	122.48	122.49	122.39	122.44	122.42	122.45	122.44	122.45	122.41	122.43	122.42	122.45	122.44
2022-07-20	am 11:06:10	122.43	122.46	122.42	122.42	122.39	122.49	122.4	122.44	122.42	122.4	122.4	122.39	122.41	122.4	122.42	122.41	122.44
2022-07-20	am 11:06:20	122.38	122.41	122.37	122.38	122.31	122.44	122.47	122.39	122.38	122.34	122.35	122.32	122.36	122.35	122.38	122.34	122.39
2022-07-20	am 11:06:30	122.31	122.27	122.29	122.26	122.36	122.35	122.5	122.25	122.28	122.3	122.29	122.31	122.25	122.29	122.25	122.31	122.28
2022-07-20	am 11:06:40	122.29	122.31	122.27	122.29	122.33	122.36	122.47	122.31	122.3	122.28	122.27	122.29	122.29	122.28	122.29	122.3	122.32
2022-07-20	am 11:06:50	122.36	122.39	122.36	122.34	122.32	122.39	122.48	122.38	122.33	122.33	122.33	122.32	122.34	122.33	122.36	122.34	122.36
2022-07-20	am 11:07:00	122.33	122.32	122.33	122.3	122.36	122.34	122.49	122.31	122.3	122.33	122.32	122.33	122.29	122.32	122.3	122.34	122.31
2022-07-20	am 11:07:10	122.36	122.39	122.35	122.35	122.35	122.41	122.49	122.39	122.36	122.34	122.34	122.33	122.37	122.34	122.37	122.35	122.38
2022-07-20	am 11:07:20	122.42	122.44	122.47	122.39	122.44	122.42	122.54	122.43	122.38	122.41	122.4	122.41	122.39	122.4	122.41	122.42	122.4
2022-07-20	am 11:07:30	122.39	122.4	122.38	122.38	122.42	122.44	122.53	122.4	122.4	122.38	122.38	122.39	122.39	122.38	122.38	122.4	122.41
2022-07-20	am 11:07:40	122.41	122.46	122.28	122.42	122.39	122.45	122.63	122.46	122.42	122.39	122.4	122.39	122.43	122.39	122.44	122.4	122.44
2022-07-20	am 11:07:50	122.39	122.41	122.38	122.38	122.36	122.42	122.58	122.39	122.11	122.36	122.37	122.36	122.38	122.37	122.38	122.37	122.39
2022-07-20	am 11:08:00	122.37	122.41	122.37	122.38	122.35	122.42	122.6	122.41	122.53	122.35	122.36	122.34	122.39	122.35	122.39	122.36	122.4
2022-07-20	am 11:08:10	122.31	122.33	122.31	122.32	122.27	122.37	122.59	122.32	122.33	122.29	122.3	122.28	122.32	122.3	122.31	122.3	122.34
2022-07-20	am 11:08:20	122.31	122.28	122.29	122.28	122.34	122.32	122.53	122.29	122.29	122.3	122.3	122.3	122.29	122.3	122.27	122.31	122.3
2022-07-20	am 11:08:30	122.31	122.33	122.29	122.31	122.35	122.35	122.57	122.33	122.31	122.31	122.29	122.31	122.31	122.3	122.31	122.32	122.32
2022-07-20	am 11:08:40	122.37	122.38	122.35	122.35	122.43	122.39	122.55	122.39	122.35	122.38	122.36	122.38	122.37	122.36	122.36	122.4	122.38
2022-07-20	am 11:08:50	122.43	122.42	122.41	122.39	122.47	122.44	122.51	122.42	122.42	122.43	122.42	122.43	122.41	122.42	122.39	122.44	122.42
2022-07-20	am 11:09:00	122.46	122.43	122.45	122.41	122.49	122.45	122.54	122.43	122.42	122.46	122.45	122.46	122.42	122.45	122.41	122.46	122.43
2022-07-20	am 11:09:10	122.48	122.49	122.46	122.46	122.49	122.49	122.54	122.49	122.47	122.47	122.46	122.46	122.47	122.46	122.46	122.47	122.48
2022-07-20	am 11:09:20	122.51	122.48	122.5	122.46	122.52	122.49	122.57	122.48	122.46	122.5	122.49	122.5	122.46	122.49	122.47	122.5	122.47
2022-07-20	am 11:09:30	122.49	122.52	122.49	122.5	122.44	122.52	122.58	122.52	122.5	122.47	122.48	122.45	122.49	122.48	122.5	122.47	122.51
2022-07-20	am 11:09:40	122.49	122.49	122.48	122.48	122.49	122.49	122.58	122.49	122.47	122.48	122.48	122.47	122.47	122.48	122.48	122.48	122.47
2022-07-20	am 11:09:50	122.45	122.48	122.45	122.46	122.43	122.48	122.57	122.47	122.46	122.43	122.44	122.42	122.46	122.44	122.46	122.44	122.47
2022-07-20	am 11:10:00	122.47	122.46	122.46	122.45	122.48	122.49	122.55	122.47	122.46	122.46	122.46	122.46	122.46	122.46	122.45	122.47	122.48
2022-07-20	am 11:10:10	122.49	122.49	121.24	122.47	122.5	122.48	122.59	122.49	122.46	122.48	122.29	122.48	122.47	122.48	122.47	122.49	122.45
2022-07-20	am 11:10:20	122.48	122.46	122.46	122.46	122.5	122.5	122.64	122.48	122.48	122.47	122.47	122.47	122.47	122.47	122.46	122.48	122.49
2022-07-20	am 11:10:30	122.45	122.46	122.44	122.46	122.49	122.49	122.65	122.47	122.14	122.46	122.44	122.45	122.46	122.45	122.45	122.46	122.48
2022-07-20	am 11:10:40	122.41	122.45	122.4	122.45	122.41	122.49	122.72	122.46	121.85	122.4	122.4	122.39	122.45	122.41	122.45	122.42	122.47
2022-07-20	am 11:10:50	122.46	122.44	122.44	122.42	122.45	122.45	122.74	122.44	122.42	122.45	122.44	122.44	122.42	122.44	122.43	122.45	122.43
2022-07-20	am 11:11:00	122.46	122.47	122.45	122.46	122.43	122.49	122.73	122.48	122.47	122.44	122.44	122.43	122.47	122.44	122.46	122.44	122.48
2022-07-20	am 11:11:10	122.48	122.48	122.47	122.46	122.46	122.47	122.74	122.47	122.45	122.46	122.46	122.45	122.45	122.46	122.46	122.47	122.46
2022-07-20	am 11:11:20	122.5	122.51	122.49	122.48	122.48	122.5	122.79	122.51	122.48	122.49	122.49	122.48	122.49	122.49	122.49	122.49	122.49
2022-07-20	am 11:11:30	122.49	122.46	122.47	122.46	122.48	122.48	122.78	122.46	122.46	122.47	122.47	122.47	122.45	122.48	122.45	122.48	122.47
2022-07-20	am 11:11:40	122.48	122.51	122.47	122.49	122.51	122.52	122.78	122.52	122.5	122.48	122.47	122.48	122.5	122.48	122.49	122.5	122.51
2022-07-20	am 11:11:50	122.48	122.52	122.47	122.51	122.49	122.54	122.78	122.53	122.95	122.48	122.47	122.47	122.52	122.48	122.51	122.49	122.53
2022-07-20	am 11:12:00	122.47	122.49	122.47	122.49	122.47	122.52	122.73	122.5	122.03	122.47	122.47	122.46	122.5	122.46	122.49	122.47	122.5
2022-07-20	am 11:12:10	122.49	122.46	122.47	122.46	122.5	122.49	122.75	122.47	122.27	122.49	122.48	122.48	122.46	122.48	122.45	122.49	122.47
2022-07-20	am 11:12:20	122.51	122.54	122.51	122.51	122.48	122.52	122.76	122.53	122.19	122.5	122.5	122.49	122.51	122.5	122.52	122.51	122.51
2022-07-20	am 11:12:30	122.5	122.51	122.5	122.5	122.47	122.53	122.79	122.52	122.41	122.48	122.49	122.47	122.51	122.49	122.5	122.49	122.52
2022-07-20	am 11:12:40	122.51	122.49	122.49	122.48	122.48	122.49	122.77	122.49	122.97	122.49	122.49	122.47	122.48	122.49	122.48	122.49	122.48
2022-07-20	am 11:12:50	122.48	122.47	122.48	122.47	122.47	122.48	122.8	122.47	122.49	122.47	122.47	122.46	122.46	122.47	122.46	122.47	122.47
2022-07-20	am 11:13:00	122.47	122.47	122.46	122.46	122.47	122.47	122.74	122.47	121.94	122.46	122.46	122.45	122.45	122.46	122.45	122.47	122.46
2022-07-20	am 11:13:10	122.46	122.5	122.46	122.48	122.42	122.49	122.76	122.51	122.18	122.44	122.45	122.43	122.48	122.45	122.49	122.44	122.49
2022-07-20	am 11:13:20	122.47	122.5	122.47	122.48	122.46	122.49	122.76	122.5	121.92	122.46	122.47	122.45	122.47	122.46	122.48	122.47	122.48
2022-07-20	am 11:13:30	122.47	122.49	122.46	122.49	122.5	122.51	122.79	122.51	121.47	122.48	122.46	122.47	122.49	122.47	122.48	122.49	122.5
2022-07-20	am 11:13:40	122.44	122.5	122.44	122.49	122.41	122.52	122.81	122.51	122.25	122.43	122.43	122.42	122.5	122.44	122.49	122.44	122.5
2022-07-20	am 11:13:50	122.48	122.5	122.47	122.48	122.51	122.5	122.81	122.51	122.72	122.49	122.47	122.48	122.48	122.47	122.49	122.5	122.49
2022-07-20	am 11:14:00	122.54	122.57	122.53	122.55	122.55	122.57	122.82	122.59	121.53	122.54	122.53	122.53	122.55	122.53	122.56	122.54	122.57
2022-07-20	am 11:14:10	122.51	122.51	122.51	122.52	122.49	122.54	122.85	122.52	122.17	122.5	122.5	122.49	122.52	122.51	122.51	122.5	122.54
2022-07-20	am 11:14:20	122.5	122.51	122.49	122.5	122.46	122.51	122.88	122.51	122.43	122.48	122.49	122.46	122.5	122.49	122.5	122.48	122.5
2022-07-20	am 11:14:30	122.48	122.51	122.47	122.5	122.51	122.51	122.87	122.52	122.14	122.49	122.48	122.48	122.5	122.48	122.5	122.5	122.51
2022-07-20	am 11:14:40	122.51	122.55	122.5	122.53	122.49	122.56	122.86	122.56	122.53	122.5	122.49	122.48	122.55	122.5	122.54	122.5	122.55
2022-07-20	am 11:14:50	122.51	122.51	122.51	122.5	122.52	122.51	122.91	122.51	122.49	122.51	122.5	122.5	122.49	122.5	122.49	122.51	122.5
2022-07-20	am 11:15:00	122.51	122.51	122.5	122.51	122.49	122.53	122.84	122.52	122.51	122.49	122.49	122.48	122.51	122.49	122.5	122.49	122.53
2022-07-20	am 11:15:10	122.52	122.5	122.5	122.49	122.52	122.49	122.84	122.49	122.48	122.51	122.5	122.5	122.48	122.51	122.48	122.51	122.48
2022-07-20	am 11:15:20	122.53	122.53	122.41	122.51	122.52	122.52	122.86	122.53	122.51	122.52	122.51	122.51	122.52	122.52	122.51	122.52	122.52
2022-07-20	am 11:15:30	122.52	122.51	122.14	122.51	122.54	122.52	122.81	122.51	122.51	122.52	122.51	122.51	122.5	122.51	122.5	122.52	122.52
2022-07-20	am 11:15:40	122.51	122.53	122.18	122.52	122.52	122.55	122.83	122.54	122.53	122.51	122.5	122.5	122.53	122.5	122.52	122.51	122.54
2022-07-20	am 11:15:50	122.52	122.55	122.17	122.53	122.48	122.54	122.83	122.55	122.53	122.5	122.5	122.49	122.53	122.5	122.53	122.5	122.54
2022-07-20	am 11:16:00	122.48	122.52	122.48	122.51	122.48	122.53	122.84	122.52	122.51	122.48	122.47	122.46	122.52	122.48	122.51	122.48	122.52
2022-07-20	am 11:16:10	122.48	122.48	122.47	122.47	122.45	122.48	122.83	122.48	122.47	122.47	122.46	122.45	122.47	122.47	122.46	122.47	122.48
2022-07-20	am 11:16:20	122.51	122.48	122.51	122.47	122.53	122.47	122.84	122.48	122.46	122.52	122.5	122.51	122.46	122.5	122.46	122.52	122.46
2022-07-20	am 11:16:30	122.54	122.56	122.53	122.53	122.51	122.54	122.8	122.55	122.52	122.52	122.52	122.51	122.53	122.52	122.53	122.52	122.53
2022-07-20	am 11:16:40	122.56	122.52	122.54	122.51	122.57	122.52	122.82	122.52	121.98	122.55	122.54	122.55	122.5	122.54	122.5	122.56	122.51
2022-07-20	am 11:16:50	122.51	122.56	122.51	122.55	122.52	122.58	122.81	122.57	122.56	122.51	122.51	122.51	122.56	122.51	122.55	122.53	122.57
2022-07-20	am 11:17:00	122.52	122.53	122.51	122.53	122.52	122.55	122.8	122.54	122.53	122.51	122.51	122.5	122.53	122.51	122.52	122.52	122.54
2022-07-20	am 11:17:10	122.51	122.53	122.5	122.53	122.54	122.55	122.8	122.54	122.53	122.51	122.5	122.51	122.53	122.51	122.52	122.52	122.54
2022-07-20	am 11:17:20	122.48	122.53	122.47	122.52	122.46	122.55	122.8	122.54	122.53	122.47	122.47	122.46	122.53	122.47	122.52	122.48	122.54
2022-07-20	am 11:17:30	122.52	122.53	122.51	122.52	122.55	122.53	122.78	122.54	122.51	122.52	122.5	122.52	122.52	122.51	122.53	122.53	122.53
2022-07-20	am 11:17:40	122.52	122.55	122.51	122.54	122.48	122.55	122.79	122.56	122.54	122.5	122.5	122.48	122.54	122.51	122.53	122.5	122.55
2022-07-20	am 11:17:50	122.5	122.47	122.49	122.47	122.52	122.49	122.83	122.47	122.48	122.5	122.49	122.49	122.47	122.5	122.45	122.5	122.48
2022-07-20	am 11:18:00	122.51	122.5	122.49	122.49	122.49	122.51	122.78	122.5	122.5	122.49	122.49	122.48	122.49	122.49	122.49	122.49	122.5
2022-07-20	am 11:18:10	122.5	122.5	122.34	122.49	122.5	122.49	122.78	122.5	122.48	122.49	122.49	122.49	122.48	122.49	122.48	122.5	122.49
2022-07-20	am 11:18:20	122.52	122.49	122.39	122.48	122.57	122.5	122.81	122.49	122.49	122.53	122.51	122.53	122.49	122.52	122.48	122.54	122.49
2022-07-20	am 11:18:30	122.55	122.55	122.44	122.54	122.6	122.57	122.81	122.57	122.54	122.56	122.54	122.57	122.56	122.55	122.54	122.57	122.57
2022-07-20	am 11:18:40	122.6	122.65	122.6	122.61	122.61	122.64	122.81	122.65	122.61	122.6	122.59	122.59	122.63	122.59	122.63	122.61	122.64
2022-07-20	am 11:18:50	122.69	122.69	122.68	122.66	122.71	122.67	122.78	122.7	122.65	122.69	122.67	122.69	122.67	122.67	122.68	122.7	122.67
2022-07-20	am 11:19:00	122.72	122.71	122.68	122.7	122.72	122.72	122.82	122.72	122.7	122.71	122.71	122.7	122.71	122.71	122.7	122.71	122.71
2022-07-20	am 11:19:10	122.71	122.73	122.7	122.72	122.7	122.74	122.87	122.74	122.72	122.69	122.7	122.68	122.72	122.7	122.72	122.7	122.73
2022-07-20	am 11:19:20	122.7	122.7	122.69	122.7	122.67	122.7	122.84	122.7	122.69	122.68	122.69	122.67	122.69	122.68	122.69	122.68	122.7
2022-07-20	am 11:19:30	122.68	122.68	122.63	122.68	122.67	122.69	122.83	122.68	122.68	122.67	122.67	122.66	122.68	122.67	122.66	122.68	122.69
2022-07-20	am 11:19:40	122.69	122.7	122.64	122.69	122.71	122.71	122.78	122.71	122.69	122.69	122.68	122.69	122.7	122.68	122.7	122.7	122.7
2022-07-20	am 11:19:50	122.71	122.69	122.7	122.69	122.76	122.71	122.79	122.71	122.69	122.72	122.7	122.72	122.7	122.71	122.69	122.73	122.7
2022-07-20	am 11:20:00	122.74	122.74	122.72	122.73	122.74	122.75	122.82	122.76	122.73	122.73	122.72	122.72	122.74	122.73	122.73	122.73	122.74
2022-07-20	am 11:20:10	122.74	122.74	122.73	122.74	122.74	122.75	122.83	122.75	122.74	122.73	122.73	122.72	122.74	122.73	122.73	122.74	122.75
2022-07-20	am 11:20:20	122.76	122.75	122.75	122.74	122.75	122.75	122.81	122.76	122.74	122.75	122.74	122.74	122.74	122.74	122.75	122.75	122.74
2022-07-20	am 11:20:30	122.77	122.79	122.76	122.77	122.74	122.77	122.84	122.79	122.76	122.75	122.75	122.74	122.76	122.76	122.77	122.75	122.77
2022-07-20	am 11:20:40	122.77	122.76	122.76	122.75	122.76	122.75	122.83	122.76	122.74	122.76	122.76	122.75	122.75	122.76	122.74	122.77	122.75
2022-07-20	am 11:20:50	122.77	122.8	122.76	122.79	122.77	122.8	122.84	122.81	122.78	122.77	122.76	122.76	122.8	122.76	122.79	122.77	122.8
2022-07-20	am 11:21:00	122.79	122.8	122.72	122.79	122.76	122.8	122.8	122.81	122.79	122.78	122.77	122.77	122.79	122.78	122.79	122.78	122.8
2022-07-20	am 11:21:10	122.76	122.8	122.71	122.79	122.71	122.8	122.8	122.81	122.8	122.74	122.74	122.72	122.8	122.75	122.79	122.74	122.81
2022-07-20	am 11:21:20	122.73	122.74	122.73	122.74	122.71	122.74	122.8	122.74	122.73	122.72	122.72	122.71	122.74	122.73	122.73	122.72	122.73
2022-07-20	am 11:21:30	122.77	122.75	122.75	122.74	122.79	122.74	122.8	122.75	122.94	122.77	122.75	122.77	122.74	122.76	122.74	122.78	122.74
2022-07-20	am 11:21:40	122.75	122.79	122.75	122.78	122.71	122.8	122.78	122.8	122.86	122.74	122.74	122.72	122.79	122.74	122.78	122.73	122.8
2022-07-20	am 11:21:50	122.73	122.72	122.62	122.73	122.74	122.73	122.82	122.73	122.35	122.73	122.72	122.72	122.72	122.73	122.71	122.73	122.72
2022-07-20	am 11:22:00	122.74	122.74	122.73	122.73	122.76	122.74	122.83	122.75	122.74	122.74	122.73	122.73	122.73	122.73	122.73	122.75	122.74
2022-07-20	am 11:22:10	122.73	122.76	122.72	122.75	122.74	122.77	122.78	122.77	122.49	122.73	122.72	122.72	122.77	122.72	122.75	122.74	122.77
2022-07-20	am 11:22:20	122.74	122.77	122.74	122.75	122.77	122.76	122.74	122.78	122.75	122.74	122.74	122.74	122.75	122.74	122.76	122.76	122.76
2022-07-20	am 11:22:30	122.81	122.82	122.8	122.8	122.84	122.82	122.77	122.84	122.8	122.82	122.79	122.81	122.81	122.8	122.81	122.82	122.82
2022-07-20	am 11:22:40	122.8	122.83	122.8	122.82	122.82	122.84	122.77	122.84	122.83	122.8	122.8	122.8	122.83	122.8	122.81	122.81	122.84
2022-07-20	am 11:22:50	122.82	122.83	122.81	122.82	122.83	122.83	122.75	122.85	122.82	122.82	122.81	122.81	122.82	122.81	122.82	122.82	122.83
2022-07-20	am 11:23:00	122.83	122.84	122.83	122.83	122.84	122.84	122.77	122.84	122.83	122.83	122.82	122.82	122.83	122.83	122.82	122.83	122.84
2022-07-20	am 11:23:10	122.83	122.83	122.83	122.83	122.85	122.84	122.79	122.84	122.83	122.83	122.82	122.83	122.83	122.83	122.81	122.84	122.84
2022-07-20	am 11:23:20	122.81	122.82	122.66	122.83	122.83	122.84	122.79	122.84	122.83	122.81	122.8	122.8	122.83	122.81	122.82	122.82	122.84
2022-07-20	am 11:23:30	122.82	122.83	122.74	122.82	122.81	122.83	122.82	122.84	122.82	122.81	122.8	122.8	122.82	122.81	122.82	122.82	122.83
2022-07-20	am 11:23:40	122.82	122.84	122.73	122.84	122.84	122.85	122.8	122.86	122.84	122.83	122.81	122.81	122.84	122.82	122.84	122.83	122.85
2022-07-20	am 11:23:50	122.81	122.81	122.7	122.81	122.83	122.83	122.81	122.83	122.82	122.81	122.8	122.8	122.82	122.81	122.8	122.81	122.83
2022-07-20	am 11:24:00	122.81	122.83	122.69	122.83	122.8	122.83	122.81	122.84	122.82	122.8	122.8	122.8	122.82	122.8	122.82	122.81	122.83
2022-07-20	am 11:24:10	122.82	122.83	122.68	122.82	122.83	122.84	122.84	122.85	122.83	122.82	122.81	122.81	122.84	122.81	122.82	122.82	122.84
2022-07-20	am 11:24:20	122.81	122.81	122.71	122.81	122.8	122.82	122.83	122.81	122.81	122.8	122.8	122.8	122.81	122.81	122.79	122.8	122.82
2022-07-20	am 11:24:30	122.82	122.81	122.7	122.8	122.82	122.81	122.84	122.82	122.8	122.82	122.81	122.81	122.81	122.81	122.8	122.82	122.81
2022-07-20	am 11:24:40	122.84	122.84	122.71	122.84	122.86	122.86	122.81	122.85	122.84	122.85	122.83	122.84	122.85	122.84	122.83	122.85	122.85
2022-07-20	am 11:24:50	122.81	122.83	122.7	122.83	122.82	122.86	122.84	122.84	122.84	122.82	122.81	122.81	122.84	122.81	122.82	122.82	122.85
2022-07-20	am 11:25:00	122.78	122.79	122.65	122.8	122.76	122.82	122.85	122.81	122.89	122.77	122.77	122.76	122.81	122.78	122.79	122.77	122.81
2022-07-20	am 11:25:10	122.79	122.78	122.78	122.78	122.77	122.78	122.84	122.79	122.77	122.78	122.78	122.77	122.77	122.78	122.77	122.78	122.77
2022-07-20	am 11:25:20	122.8	122.78	122.62	122.78	122.81	122.78	122.81	122.79	122.77	122.8	122.79	122.79	122.77	122.79	122.77	122.81	122.78
2022-07-20	am 11:25:30	122.81	122.81	122.8	122.81	122.82	122.83	122.8	122.83	122.81	122.81	122.8	122.8	122.81	122.81	122.8	122.81	122.83
2022-07-20	am 11:25:40	122.83	122.85	122.83	122.84	122.8	122.84	122.8	122.86	122.83	122.82	122.82	122.81	122.83	122.82	122.84	122.82	122.84
2022-07-20	am 11:25:50	122.83	122.82	122.82	122.82	122.82	122.83	122.79	122.83	122.82	122.82	122.81	122.81	122.82	122.82	122.81	122.82	122.82
2022-07-20	am 11:26:00	122.81	122.79	122.8	122.8	122.26	122.82	122.34	122.81	122.81	122.61	122.74	122.48	122.81	122.74	122.78	122.47	122.81
2022-07-20	am 11:26:10	119.2	120.87	117.51	120.88	112.15	121.89	120.56	121.13	121.58	116.09	117.58	117.68	121.13	117.1	120.7	116.91	121.14
2022-07-20	am 11:26:20	115.18	117.01	111.27	112.91	105.85	119.54	117.75	118.1	117.65	110.57	109.28	113.26	115.96	107.65	115.08	111.99	115.33
2022-07-20	am 11:26:30	111.38	113.01	106.6	107.29	102.27	115.84	113.28	114.33	113.03	105.11	103.82	109.12	111.61	98.05	110.92	108.47	111.8
2022-07-20	am 11:26:40	107.74	109.1	102.27	102.92	98.09	111.69	111.85	110.5	108.9	100.88	99.83	105.12	107.56	89.1	107.26	105.03	108.22
2022-07-20	am 11:26:50	103.85	105	98.5	99.03	94.6	107.42	107.43	106.53	105.06	96.81	96.55	101.41	103.65	82.04	103.44	101.28	104.55
2022-07-20	am 11:27:00	99.77	100.79	94.74	95.39	90.9	102.99	98.76	102.47	101.26	91.74	93.2	98.07	99.44	79.73	100.02	97.56	100.68
2022-07-20	am 11:27:10	98.42	98.61	92.51	92.28	90.97	99.5	101.95	99.85	98.63	88.06	91.17	98.72	96.42	82.06	97.29	97.48	97.75
2022-07-20	am 11:27:20	97.99	100.32	87.88	90.68	90.97	100.63	99.22	100.92	100.04	83.63	90.89	100.29	96.88	85.7	96.37	97.6	98.33
2022-07-20	am 11:27:30	97.18	101.69	86.4	89.81	91.69	101.32	100.31	100.96	101.76	85.64	91.43	100.95	96.39	88.35	95.82	97.01	98.46
2022-07-20	am 11:27:40	96.74	101.83	87.56	89.42	91.67	100.84	99.8	100.27	102.79	88.4	92.81	100.86	95.25	90.49	96.13	96.92	98.08
2022-07-20	am 11:27:50	97.21	101.34	88.89	90.14	92.23	100.07	99.75	99.69	101.93	89.39	94.19	101.24	95.29	92.14	96.48	97.23	97.83
2022-07-20	am 11:28:00	97.74	101.09	90.15	90.45	92.82	99.62	99.31	99.64	101.82	90.45	95.22	100.93	94.92	93.43	97	97.38	97.99
2022-07-20	am 11:28:10	97.91	100.71	90.75	90.6	93.09	99.2	99.09	99.55	101.49	90.86	95.92	100.45	94.4	94.35	97.24	97.33	98.09
2022-07-20	am 11:28:20	97.75	100.32	90.98	90.7	92.94	98.8	98.96	99.4	101.07	90.63	96.22	99.88	94.03	94.81	97.18	96.98	98.02
2022-07-20	am 11:28:30	97.67	99.81	91.13	90.26	93.09	98.3	98.3	99.08	100.48	90.48	96.39	99.57	93.46	95.25	96.99	96.89	97.8
2022-07-20	am 11:28:40	97.93	99.79	91.77	90.57	93.69	98.21	98.18	99.18	100.29	90.5	96.75	99.68	93.54	95.91	97.18	97.27	97.92
2022-07-20	am 11:28:50	91.57	98.64	87.97	89.26	82.96	97.81	97.1	97.61	99.65	83.25	89.74	92.89	92.41	90.07	94.66	88.97	97.02
2022-07-20	am 11:29:00	83.55	90.19	80.8	81.04	75.21	88.73	89.48	86.56	92.46	76.05	81.48	86.36	82.77	80.7	86.71	81.74	85.34
2022-07-20	am 11:29:10	77.35	84.91	75.79	75.61	70.57	82.68	83.05	80.48	86.34	70.72	74.65	81.57	76.13	73.44	79.83	76.1	79.66
2022-07-20	am 11:29:20	72.48	80.26	72.24	70.97	66.57	77.49	77.54	75.61	81.48	66.41	70.07	77.52	71.32	68.37	76.13	71.86	72.92
2022-07-20	am 11:29:30	69.12	76.99	69.31	67.37	64.08	73.71	73.46	72.59	77.39	63.93	66.55	74.24	67.18	65.4	73.3	68.68	72.99
2022-07-20	am 11:29:40	65.99	74.12	67.06	65.12	62.29	70.65	70.51	69.9	74.26	62.02	64.31	71.97	64.74	63.16	71.37	66.07	69.81
