Date	Time	102PH.DACA.PV
2022-11-20	11:52:00	7.05
2022-11-20	11:53:00	7.04
2022-11-20	11:54:00	7.02
2022-11-20	11:55:00	7.01
2022-11-20	11:56:00	7
2022-11-20	11:57:00	7.02
2022-11-20	11:58:00	7.15
2022-11-20	11:59:00	7.15
2022-11-20	12:00:00	7.14
2022-11-20	12:01:00	7.12
2022-11-20	12:02:00	7.11
2022-11-20	12:03:00	7.1
2022-11-20	12:04:00	7.08
2022-11-20	12:05:00	7.07
2022-11-20	12:06:00	7.06
2022-11-20	12:07:00	7.04
2022-11-20	12:08:00	7.03
2022-11-20	12:09:00	7.02
2022-11-20	12:10:00	7.01
2022-11-20	12:11:00	7
2022-11-20	12:12:00	7.09
2022-11-20	12:13:00	7.16
2022-11-20	12:14:00	7.15
2022-11-20	12:15:00	7.13
2022-11-20	12:16:00	7.12
2022-11-20	12:17:00	7.11
2022-11-20	12:18:00	7.09
2022-11-20	12:19:00	7.08
2022-11-20	12:20:00	7.06
2022-11-20	12:21:00	7.05
2022-11-20	12:22:00	7.04
2022-11-20	12:23:00	7.03
2022-11-20	12:24:00	7.01
2022-11-20	12:25:00	7.01
2022-11-20	12:26:00	7.03
2022-11-20	12:27:00	7.16
2022-11-20	12:28:00	7.15
2022-11-20	12:29:00	7.14
2022-11-20	12:30:00	7.12
2022-11-20	12:31:00	7.1
2022-11-20	12:32:00	7.09
2022-11-20	12:33:00	7.07
2022-11-20	12:34:00	7.06
2022-11-20	12:35:00	7.04
2022-11-20	12:36:00	7.03
2022-11-20	12:37:00	7.02
2022-11-20	12:38:00	7.01
2022-11-20	12:39:00	7
2022-11-20	12:40:00	7.14
2022-11-20	12:41:00	7.15
2022-11-20	12:42:00	7.14
2022-11-20	12:43:00	7.12
2022-11-20	12:44:00	7.1
2022-11-20	12:45:00	7.08
2022-11-20	12:46:00	7.07
2022-11-20	12:47:00	7.06
2022-11-20	12:48:00	7.04
2022-11-20	12:49:00	7.03
2022-11-20	12:50:00	7.01
2022-11-20	12:51:00	7
2022-11-20	12:52:00	7.09
2022-11-20	12:53:00	7.16
2022-11-20	12:54:00	7.14
2022-11-20	12:55:00	7.12
2022-11-20	12:56:00	7.1
2022-11-20	12:57:00	7.09
2022-11-20	12:58:00	7.07
2022-11-20	12:59:00	7.06
2022-11-20	13:00:00	7.04
2022-11-20	13:01:00	7.02
2022-11-20	13:02:00	7.01
2022-11-20	13:03:00	7
2022-11-20	13:04:00	7.13
2022-11-20	13:05:00	7.15
2022-11-20	13:06:00	7.13
2022-11-20	13:07:00	7.11
2022-11-20	13:08:00	7.1
2022-11-20	13:09:00	7.08
2022-11-20	13:10:00	7.06
2022-11-20	13:11:00	7.04
2022-11-20	13:12:00	7.03
2022-11-20	13:13:00	7.01
2022-11-20	13:14:00	7
2022-11-20	13:15:00	7.11
2022-11-20	13:16:00	7.15
2022-11-20	13:17:00	7.13
2022-11-20	13:18:00	7.11
2022-11-20	13:19:00	7.09
2022-11-20	13:20:00	7.08
2022-11-20	13:21:00	7.06
2022-11-20	13:22:00	7.04
2022-11-20	13:23:00	7.02
2022-11-20	13:24:00	7
2022-11-20	13:25:00	6.99
2022-11-20	13:26:00	7.13
2022-11-20	13:27:00	7.14
2022-11-20	13:28:00	7.12
2022-11-20	13:29:00	7.1
2022-11-20	13:30:00	7.08
2022-11-20	13:31:00	7.06
2022-11-20	13:32:00	7.04
2022-11-20	13:33:00	7.02
2022-11-20	13:34:00	7.01
2022-11-20	13:35:00	7.01
2022-11-20	13:36:00	7.14
2022-11-20	13:37:00	7.13
2022-11-20	13:38:00	7.11
2022-11-20	13:39:00	7.09
2022-11-20	13:40:00	7.07
2022-11-20	13:41:00	7.05
2022-11-20	13:42:00	7.03
2022-11-20	13:43:00	7.02
2022-11-20	13:44:00	7
2022-11-20	13:45:00	7.07
2022-11-20	13:46:00	7.14
2022-11-20	13:47:00	7.13
2022-11-20	13:48:00	7.1
2022-11-20	13:49:00	7.08
2022-11-20	13:50:00	7.06
2022-11-20	13:51:00	7.04
