Date	Time	102PH.DACA.PV
2022-12-05	14:24:00	7.09
2022-12-05	14:25:00	7.07
2022-12-05	14:26:00	7.04
2022-12-05	14:27:00	7.02
2022-12-05	14:28:00	7
2022-12-05	14:29:00	7.1
2022-12-05	14:30:00	7.19
2022-12-05	14:31:00	7.17
2022-12-05	14:32:00	7.14
2022-12-05	14:33:00	7.11
2022-12-05	14:34:00	7.08
2022-12-05	14:35:00	7.06
2022-12-05	14:36:00	7.04
2022-12-05	14:37:00	7.01
2022-12-05	14:38:00	6.99
2022-12-05	14:39:00	7.17
2022-12-05	14:40:00	7.18
2022-12-05	14:41:00	7.15
2022-12-05	14:42:00	7.12
2022-12-05	14:43:00	7.1
2022-12-05	14:44:00	7.07
2022-12-05	14:45:00	7.05
2022-12-05	14:46:00	7.02
2022-12-05	14:47:00	6.99
2022-12-05	14:48:00	7.15
2022-12-05	14:49:00	7.18
2022-12-05	14:50:00	7.15
2022-12-05	14:51:00	7.12
2022-12-05	14:52:00	7.09
2022-12-05	14:53:00	7.06
2022-12-05	14:54:00	7.04
2022-12-05	14:55:00	7.01
2022-12-05	14:56:00	7.03
2022-12-05	14:57:00	7.18
2022-12-05	14:58:00	7.16
2022-12-05	14:59:00	7.13
2022-12-05	15:00:00	7.1
2022-12-05	15:01:00	7.07
2022-12-05	15:02:00	7.04
2022-12-05	15:03:00	7.01
2022-12-05	15:04:00	7
2022-12-05	15:05:00	7.16
2022-12-05	15:06:00	7.16
2022-12-05	15:07:00	7.13
2022-12-05	15:08:00	7.1
2022-12-05	15:09:00	7.06
2022-12-05	15:10:00	7.03
2022-12-05	15:11:00	7.01
2022-12-05	15:12:00	7.03
2022-12-05	15:13:00	7.17
2022-12-05	15:14:00	7.15
2022-12-05	15:15:00	7.11
2022-12-05	15:16:00	7.08
2022-12-05	15:17:00	7.05
2022-12-05	15:18:00	7.02
2022-12-05	15:19:00	6.99
2022-12-05	15:20:00	7.15
2022-12-05	15:21:00	7.15
2022-12-05	15:22:00	7.12
2022-12-05	15:23:00	7.08
2022-12-05	15:24:00	7.05
2022-12-05	15:25:00	7.02
2022-12-05	15:26:00	6.99
2022-12-05	15:27:00	7.15
2022-12-05	15:28:00	7.15
2022-12-05	15:29:00	7.11
2022-12-05	15:30:00	7.07
2022-12-05	15:31:00	7.04
2022-12-05	15:32:00	7.01
2022-12-05	15:33:00	7.04
2022-12-05	15:34:00	7.15
2022-12-05	15:35:00	7.13
2022-12-05	15:36:00	7.09
2022-12-05	15:37:00	7.05
2022-12-05	15:38:00	7.01
2022-12-05	15:39:00	7
2022-12-05	15:40:00	7.15
2022-12-05	15:41:00	7.13
2022-12-05	15:42:00	7.09
2022-12-05	15:43:00	7.05
2022-12-05	15:44:00	7.02
2022-12-05	15:45:00	7
2022-12-05	15:46:00	7.15
2022-12-05	15:47:00	7.13
2022-12-05	15:48:00	7.09
2022-12-05	15:49:00	7.05
2022-12-05	15:50:00	7.01
2022-12-05	15:51:00	7.03
2022-12-05	15:52:00	7.15
2022-12-05	15:53:00	7.11
2022-12-05	15:54:00	7.07
2022-12-05	15:55:00	7.03
2022-12-05	15:56:00	6.99
2022-12-05	15:57:00	7.11
2022-12-05	15:58:00	7.13
2022-12-05	15:59:00	7.09
2022-12-05	16:00:00	7.05
2022-12-05	16:01:00	7
2022-12-05	16:02:00	7.02
2022-12-05	16:03:00	7.23
2022-12-05	16:04:00	7.21
2022-12-05	16:05:00	7.17
2022-12-05	16:06:00	7.12
2022-12-05	16:07:00	7.07
2022-12-05	16:08:00	7.03
2022-12-05	16:09:00	6.99
2022-12-05	16:10:00	7.14
2022-12-05	16:11:00	7.23
2022-12-05	16:12:00	7.18
2022-12-05	16:13:00	7.14
2022-12-05	16:14:00	7.09
2022-12-05	16:15:00	7.04
2022-12-05	16:16:00	7
2022-12-05	16:17:00	7.06
2022-12-05	16:18:00	7.13
2022-12-05	16:19:00	7.08
2022-12-05	16:20:00	7.04
2022-12-05	16:21:00	6.99
2022-12-05	16:22:00	7.11
2022-12-05	16:23:00	7.22
2022-12-05	16:24:00	7.18
2022-12-05	16:25:00	7.12
2022-12-05	16:26:00	7.08
2022-12-05	16:27:00	7.03
2022-12-05	16:28:00	6.98
2022-12-05	16:29:00	7.15
2022-12-05	16:30:00	7.21
2022-12-05	16:31:00	7.16
2022-12-05	16:32:00	7.11
2022-12-05	16:33:00	7.05
2022-12-05	16:34:00	7
2022-12-05	16:35:00	7.05
2022-12-05	16:36:00	7.11
2022-12-05	16:37:00	7.06
2022-12-05	16:38:00	7.01
2022-12-05	16:39:00	7.01
2022-12-05	16:40:00	7.2
2022-12-05	16:41:00	7.18
2022-12-05	16:42:00	7.12
2022-12-05	16:43:00	7.06
2022-12-05	16:44:00	7.01
2022-12-05	16:45:00	7.01
2022-12-05	16:46:00	7.2
2022-12-05	16:47:00	7.17
2022-12-05	16:48:00	7.11
2022-12-05	16:49:00	7.05
2022-12-05	16:50:00	6.99
2022-12-05	16:51:00	7.07
2022-12-05	16:52:00	7.19
2022-12-05	16:53:00	7.14
2022-12-05	16:54:00	7.08
2022-12-05	16:55:00	7.02
2022-12-05	16:56:00	6.98
2022-12-05	16:57:00	7.18
2022-12-05	16:58:00	7.17
2022-12-05	16:59:00	7.1
2022-12-05	17:00:00	7.04
2022-12-05	17:01:00	6.98
2022-12-05	17:02:00	7.11
2022-12-05	17:03:00	7.17
2022-12-05	17:04:00	7.11
2022-12-05	17:05:00	7.04
2022-12-05	17:06:00	6.98
2022-12-05	17:07:00	7.1
2022-12-05	17:08:00	7.17
2022-12-05	17:09:00	7.1
2022-12-05	17:10:00	7.04
2022-12-05	17:11:00	6.97
2022-12-05	17:12:00	7.12
2022-12-05	17:13:00	7.15
2022-12-05	17:14:00	7.09
2022-12-05	17:15:00	7.01
2022-12-05	17:16:00	7
2022-12-05	17:17:00	7.17
2022-12-05	17:18:00	7.13
2022-12-05	17:19:00	7.05
2022-12-05	17:20:00	6.98
2022-12-05	17:21:00	7.08
2022-12-05	17:22:00	7.15
2022-12-05	17:23:00	7.07
2022-12-05	17:24:00	7
2022-12-05	17:25:00	7.02
2022-12-05	17:26:00	7.16
2022-12-05	17:27:00	7.09
2022-12-05	17:28:00	7.01
2022-12-05	17:29:00	6.99
2022-12-05	17:30:00	7.15
2022-12-05	17:31:00	7.1
2022-12-05	17:32:00	7.02
2022-12-05	17:33:00	6.98
2022-12-05	17:34:00	7.14
2022-12-05	17:35:00	7.1
2022-12-05	17:36:00	7.02
2022-12-05	17:37:00	6.98
2022-12-05	17:38:00	7.14
2022-12-05	17:39:00	7.08
2022-12-05	17:40:00	7
2022-12-05	17:41:00	7.01
2022-12-05	17:42:00	7.13
2022-12-05	17:43:00	7.06
2022-12-05	17:44:00	6.97
2022-12-05	17:45:00	7.08
2022-12-05	17:46:00	7.11
2022-12-05	17:47:00	7.01
2022-12-05	17:48:00	6.98
2022-12-05	17:49:00	7.12
2022-12-05	17:50:00	7.05
2022-12-05	17:51:00	6.96
2022-12-05	17:52:00	7.08
2022-12-05	17:53:00	7.08
2022-12-05	17:54:00	6.98
2022-12-05	17:55:00	7.03
2022-12-05	17:56:00	7.09
2022-12-05	17:57:00	6.99
2022-12-05	17:58:00	7.01
2022-12-05	17:59:00	7.1
2022-12-05	18:00:00	7
2022-12-05	18:01:00	6.99
2022-12-05	18:02:00	7.09
2022-12-05	18:03:00	7
2022-12-05	18:04:00	6.99
2022-12-05	18:05:00	7.15
2022-12-05	18:06:00	7.08
2022-12-05	18:07:00	6.98
2022-12-05	18:08:00	7.02
2022-12-05	18:09:00	7.05
2022-12-05	18:10:00	6.95
2022-12-05	18:11:00	7.07
2022-12-05	18:12:00	7.12
2022-12-05	18:13:00	7.01
2022-12-05	18:14:00	6.96
2022-12-05	18:15:00	7.11
2022-12-05	18:16:00	7.06
2022-12-05	18:17:00	6.95
2022-12-05	18:18:00	7.06
2022-12-05	18:19:00	7.1
2022-12-05	18:20:00	6.97
2022-12-05	18:21:00	7.01
2022-12-05	18:22:00	7.11
2022-12-05	18:23:00	6.99
2022-12-05	18:24:00	6.98
2022-12-05	18:25:00	7.11
2022-12-05	18:26:00	7
2022-12-05	18:27:00	6.96
2022-12-05	18:28:00	7.08
2022-12-05	18:29:00	7
2022-12-05	18:30:00	6.96
2022-12-05	18:31:00	7.09
2022-12-05	18:32:00	6.99
2022-12-05	18:33:00	6.96
2022-12-05	18:34:00	7.07
2022-12-05	18:35:00	6.96
2022-12-05	18:36:00	6.99
2022-12-05	18:37:00	7.12
2022-12-05	18:38:00	7.01
2022-12-05	18:39:00	6.94
2022-12-05	18:40:00	7.05
2022-12-05	18:41:00	7.06
2022-12-05	18:42:00	6.92
2022-12-05	18:43:00	7
2022-12-05	18:44:00	7.08
2022-12-05	18:45:00	6.92
2022-12-05	18:46:00	6.97
2022-12-05	18:47:00	7.08
2022-12-05	18:48:00	6.95
2022-12-05	18:49:00	6.97
2022-12-05	18:50:00	7.1
2022-12-05	18:51:00	6.98
2022-12-05	18:52:00	6.94
2022-12-05	18:53:00	7.08
2022-12-05	18:54:00	7.01
2022-12-05	18:55:00	6.93
2022-12-05	18:56:00	7.06
2022-12-05	18:57:00	7.02
2022-12-05	18:58:00	6.92
2022-12-05	18:59:00	7.03
2022-12-05	19:00:00	7.03
2022-12-05	19:01:00	6.91
2022-12-05	19:02:00	7.03
2022-12-05	19:03:00	7.04
2022-12-05	19:04:00	6.92
2022-12-05	19:05:00	7.01
2022-12-05	19:06:00	7.04
2022-12-05	19:07:00	6.91
2022-12-05	19:08:00	7.02
2022-12-05	19:09:00	7.04
2022-12-05	19:10:00	6.92
2022-12-05	19:11:00	7.02
2022-12-05	19:12:00	7.02
2022-12-05	19:13:00	6.91
2022-12-05	19:14:00	7.02
2022-12-05	19:15:00	7.01
2022-12-05	19:16:00	6.92
2022-12-05	19:17:00	7.02
2022-12-05	19:18:00	6.99
2022-12-05	19:19:00	6.92
2022-12-05	19:20:00	7.04
2022-12-05	19:21:00	7.07
2022-12-05	19:22:00	6.91
2022-12-05	19:23:00	6.99
2022-12-05	19:24:00	7.05
2022-12-05	19:25:00	6.91
2022-12-05	19:26:00	6.99
2022-12-05	19:27:00	7.04
2022-12-05	19:28:00	6.91
2022-12-05	19:29:00	7
2022-12-05	19:30:00	7.03
2022-12-05	19:31:00	6.91
2022-12-05	19:32:00	7.01
2022-12-05	19:33:00	7.02
2022-12-05	19:34:00	6.91
2022-12-05	19:35:00	7.02
2022-12-05	19:36:00	7.01
2022-12-05	19:37:00	6.92
2022-12-05	19:38:00	7.03
2022-12-05	19:39:00	6.99
2022-12-05	19:40:00	6.92
2022-12-05	19:41:00	7.04
2022-12-05	19:42:00	7.06
2022-12-05	19:43:00	6.91
2022-12-05	19:44:00	6.99
2022-12-05	19:45:00	7.05
2022-12-05	19:46:00	6.91
2022-12-05	19:47:00	6.99
2022-12-05	19:48:00	7.03
2022-12-05	19:49:00	6.91
2022-12-05	19:50:00	7.01
2022-12-05	19:51:00	7.02
2022-12-05	19:52:00	6.91
2022-12-05	19:53:00	7.01
2022-12-05	19:54:00	7.01
2022-12-05	19:55:00	6.91
2022-12-05	19:56:00	7.03
2022-12-05	19:57:00	7
2022-12-05	19:58:00	6.91
2022-12-05	19:59:00	7.03
2022-12-05	20:00:00	7.07
2022-12-05	20:01:00	6.91
2022-12-05	20:02:00	6.98
2022-12-05	20:03:00	7.09
2022-12-05	20:04:00	6.98
2022-12-05	20:05:00	6.92
2022-12-05	20:06:00	7.04
2022-12-05	20:07:00	6.96
2022-12-05	20:08:00	6.94
2022-12-05	20:09:00	7.05
2022-12-05	20:10:00	6.94
2022-12-05	20:11:00	6.96
2022-12-05	20:12:00	7.05
2022-12-05	20:13:00	6.93
2022-12-05	20:14:00	6.97
2022-12-05	20:15:00	7.06
2022-12-05	20:16:00	6.92
2022-12-05	20:17:00	6.97
2022-12-05	20:18:00	7.08
2022-12-05	20:19:00	7
2022-12-05	20:20:00	6.91
2022-12-05	20:21:00	7.03
2022-12-05	20:22:00	6.98
2022-12-05	20:23:00	6.93
2022-12-05	20:24:00	7.06
2022-12-05	20:25:00	6.98
2022-12-05	20:26:00	6.92
2022-12-05	20:27:00	7.04
2022-12-05	20:28:00	6.97
2022-12-05	20:29:00	6.92
2022-12-05	20:30:00	7.05
2022-12-05	20:31:00	6.97
2022-12-05	20:32:00	6.94
2022-12-05	20:33:00	7.06
2022-12-05	20:34:00	6.97
2022-12-05	20:35:00	6.94
2022-12-05	20:36:00	7.06
2022-12-05	20:37:00	6.96
2022-12-05	20:38:00	6.94
2022-12-05	20:39:00	7.05
2022-12-05	20:40:00	7.06
2022-12-05	20:41:00	6.9
2022-12-05	20:42:00	6.96
2022-12-05	20:43:00	7.08
2022-12-05	20:44:00	6.99
2022-12-05	20:45:00	6.91
2022-12-05	20:46:00	7.02
2022-12-05	20:47:00	7.07
2022-12-05	20:48:00	6.92
2022-12-05	20:49:00	6.96
2022-12-05	20:50:00	7.06
2022-12-05	20:51:00	6.93
2022-12-05	20:52:00	6.97
2022-12-05	20:53:00	7.08
2022-12-05	20:54:00	7.12
2022-12-05	20:55:00	6.94
2022-12-05	20:56:00	6.96
2022-12-05	20:57:00	7.06
2022-12-05	20:58:00	7.05
2022-12-05	20:59:00	6.9
2022-12-05	21:00:00	6.97
2022-12-05	21:01:00	7.09
2022-12-05	21:02:00	6.98
2022-12-05	21:03:00	6.9
2022-12-05	21:04:00	7.01
2022-12-05	21:05:00	7.08
2022-12-05	21:06:00	6.93
2022-12-05	21:07:00	6.95
2022-12-05	21:08:00	7.05
2022-12-05	21:09:00	7.02
2022-12-05	21:10:00	6.9
2022-12-05	21:11:00	6.97
2022-12-05	21:12:00	7.09
2022-12-05	21:13:00	6.98
2022-12-05	21:14:00	6.91
2022-12-05	21:15:00	7
2022-12-05	21:16:00	7.16
2022-12-05	21:17:00	7.02
2022-12-05	21:18:00	6.89
2022-12-05	21:19:00	6.98
2022-12-05	21:20:00	7.08
2022-12-05	21:21:00	6.97
2022-12-05	21:22:00	6.91
2022-12-05	21:23:00	7.05
2022-12-05	21:24:00	7.08
2022-12-05	21:25:00	6.93
2022-12-05	21:26:00	6.92
2022-12-05	21:27:00	7.06
2022-12-05	21:28:00	7.04
2022-12-05	21:29:00	6.91
2022-12-05	21:30:00	6.93
2022-12-05	21:31:00	7.06
2022-12-05	21:32:00	7.11
2022-12-05	21:33:00	6.94
2022-12-05	21:34:00	6.91
2022-12-05	21:35:00	7.02
2022-12-05	21:36:00	7.13
2022-12-05	21:37:00	6.98
2022-12-05	21:38:00	6.9
2022-12-05	21:39:00	7.01
2022-12-05	21:40:00	7.08
2022-12-05	21:41:00	6.97
2022-12-05	21:42:00	6.89
2022-12-05	21:43:00	7.01
2022-12-05	21:44:00	7.13
2022-12-05	21:45:00	7.04
2022-12-05	21:46:00	6.88
2022-12-05	21:47:00	6.95
2022-12-05	21:48:00	7.09
2022-12-05	21:49:00	7.09
2022-12-05	21:50:00	6.95
2022-12-05	21:51:00	6.92
2022-12-05	21:52:00	7.05
2022-12-05	21:53:00	7.09
2022-12-05	21:54:00	6.94
2022-12-05	21:55:00	6.95
2022-12-05	21:56:00	7.07
2022-12-05	21:57:00	7.06
2022-12-05	21:58:00	6.91
2022-12-05	21:59:00	6.95
2022-12-05	22:00:00	7.07
2022-12-05	22:01:00	7.06
2022-12-05	22:02:00	6.92
2022-12-05	22:03:00	6.96
2022-12-05	22:04:00	7.09
2022-12-05	22:05:00	7.06
2022-12-05	22:06:00	6.91
2022-12-05	22:07:00	6.95
2022-12-05	22:08:00	7.09
2022-12-05	22:09:00	7.05
2022-12-05	22:10:00	6.91
2022-12-05	22:11:00	6.96
2022-12-05	22:12:00	7.1
2022-12-05	22:13:00	7.06
2022-12-05	22:14:00	6.91
2022-12-05	22:15:00	6.95
2022-12-05	22:16:00	7.08
2022-12-05	22:17:00	7.06
2022-12-05	22:18:00	6.9
2022-12-05	22:19:00	6.95
2022-12-05	22:20:00	7.07
2022-12-05	22:21:00	7.05
2022-12-05	22:22:00	6.9
2022-12-05	22:23:00	6.92
2022-12-05	22:24:00	7.06
2022-12-05	22:25:00	7.14
2022-12-05	22:26:00	7.01
2022-12-05	22:27:00	6.87
2022-12-05	22:28:00	6.96
2022-12-05	22:29:00	7.09
2022-12-05	22:30:00	7.11
2022-12-05	22:31:00	6.95
2022-12-05	22:32:00	6.88
2022-12-05	22:33:00	7
2022-12-05	22:34:00	7.14
2022-12-05	22:35:00	7.07
2022-12-05	22:36:00	6.91
2022-12-05	22:37:00	6.89
2022-12-05	22:38:00	7.02
2022-12-05	22:39:00	7.16
2022-12-05	22:40:00	7.02
2022-12-05	22:41:00	6.88
2022-12-05	22:42:00	6.94
2022-12-05	22:43:00	7.09
2022-12-05	22:44:00	7.14
2022-12-05	22:45:00	6.98
2022-12-05	22:46:00	6.87
2022-12-05	22:47:00	6.97
2022-12-05	22:48:00	7.13
2022-12-05	22:49:00	7.11
2022-12-05	22:50:00	6.96
2022-12-05	22:51:00	6.88
2022-12-05	22:52:00	7.01
2022-12-05	22:53:00	7.18
2022-12-05	22:54:00	7.11
2022-12-05	22:55:00	6.97
2022-12-05	22:56:00	6.88
2022-12-05	22:57:00	7.02
2022-12-05	22:58:00	7.2
2022-12-05	22:59:00	7.18
2022-12-05	23:00:00	7.04
2022-12-05	23:01:00	6.9
2022-12-05	23:02:00	6.95
2022-12-05	23:03:00	7.12
2022-12-05	23:04:00	7.15
2022-12-05	23:05:00	7.02
2022-12-05	23:06:00	6.91
2022-12-05	23:07:00	6.97
2022-12-05	23:08:00	7.15
2022-12-05	23:09:00	7.15
2022-12-05	23:10:00	7.02
2022-12-05	23:11:00	6.9
2022-12-05	23:12:00	6.97
2022-12-05	23:13:00	7.16
2022-12-05	23:14:00	7.16
2022-12-05	23:15:00	7.03
2022-12-05	23:16:00	6.91
2022-12-05	23:17:00	6.99
2022-12-05	23:18:00	7.16
2022-12-05	23:19:00	7.18
2022-12-05	23:20:00	7.05
2022-12-05	23:21:00	6.92
2022-12-05	23:22:00	6.95
2022-12-05	23:23:00	7.12
2022-12-05	23:24:00	7.2
2022-12-05	23:25:00	7.08
2022-12-05	23:26:00	6.95
2022-12-05	23:27:00	6.93
2022-12-05	23:28:00	7.09
2022-12-05	23:29:00	7.2
2022-12-05	23:30:00	7.11
2022-12-05	23:31:00	6.98
2022-12-05	23:32:00	6.9
2022-12-05	23:33:00	7.03
2022-12-05	23:34:00	7.2
2022-12-05	23:35:00	7.14
2022-12-05	23:36:00	7.01
2022-12-05	23:37:00	6.91
2022-12-05	23:38:00	7
2022-12-05	23:39:00	7.19
2022-12-05	23:40:00	7.18
2022-12-05	23:41:00	7.05
2022-12-05	23:42:00	6.94
2022-12-05	23:43:00	6.93
2022-12-05	23:44:00	7.12
2022-12-05	23:45:00	7.2
2022-12-05	23:46:00	7.11
2022-12-05	23:47:00	6.99
2022-12-05	23:48:00	6.9
2022-12-05	23:49:00	7.03
2022-12-05	23:50:00	7.21
2022-12-05	23:51:00	7.16
2022-12-05	23:52:00	7.04
2022-12-05	23:53:00	6.92
2022-12-05	23:54:00	6.97
2022-12-05	23:55:00	7.15
2022-12-05	23:56:00	7.2
2022-12-05	23:57:00	7.09
2022-12-05	23:58:00	6.98
2022-12-05	23:59:00	6.9
2022-12-06	0:00:00	7.05
2022-12-06	0:01:00	7.21
2022-12-06	0:02:00	7.16
2022-12-06	0:03:00	7.04
2022-12-06	0:04:00	6.93
2022-12-06	0:05:00	6.95
2022-12-06	0:06:00	7.15
2022-12-06	0:07:00	7.21
2022-12-06	0:08:00	7.12
2022-12-06	0:09:00	6.99
2022-12-06	0:10:00	6.91
2022-12-06	0:11:00	7.06
2022-12-06	0:12:00	7.16
2022-12-06	0:13:00	7.09
2022-12-06	0:14:00	6.97
2022-12-06	0:15:00	6.93
2022-12-06	0:16:00	7.06
2022-12-06	0:17:00	7.22
2022-12-06	0:18:00	7.17
2022-12-06	0:19:00	7.05
2022-12-06	0:20:00	6.94
2022-12-06	0:21:00	6.96
2022-12-06	0:22:00	7.13
2022-12-06	0:23:00	7.23
2022-12-06	0:24:00	7.14
2022-12-06	0:25:00	7.02
2022-12-06	0:26:00	6.92
2022-12-06	0:27:00	7
2022-12-06	0:28:00	7.14
2022-12-06	0:29:00	7.17
2022-12-06	0:30:00	7.07
2022-12-06	0:31:00	6.97
2022-12-06	0:32:00	6.93
2022-12-06	0:33:00	7.07
2022-12-06	0:34:00	7.22
2022-12-06	0:35:00	7.14
2022-12-06	0:36:00	7.03
2022-12-06	0:37:00	6.93
2022-12-06	0:38:00	6.98
2022-12-06	0:39:00	7.16
2022-12-06	0:40:00	7.22
2022-12-06	0:41:00	7.13
2022-12-06	0:42:00	7.01
2022-12-06	0:43:00	6.92
2022-12-06	0:44:00	6.99
2022-12-06	0:45:00	7.19
2022-12-06	0:46:00	7.22
2022-12-06	0:47:00	7.12
2022-12-06	0:48:00	7.01
2022-12-06	0:49:00	6.93
2022-12-06	0:50:00	7.01
2022-12-06	0:51:00	7.21
2022-12-06	0:52:00	7.23
2022-12-06	0:53:00	7.13
2022-12-06	0:54:00	7.02
2022-12-06	0:55:00	6.93
2022-12-06	0:56:00	7
2022-12-06	0:57:00	7.19
2022-12-06	0:58:00	7.25
2022-12-06	0:59:00	7.15
2022-12-06	1:00:00	7.04
2022-12-06	1:01:00	6.94
2022-12-06	1:02:00	6.99
2022-12-06	1:03:00	7.18
2022-12-06	1:04:00	7.17
2022-12-06	1:05:00	7.07
2022-12-06	1:06:00	6.97
2022-12-06	1:07:00	6.95
2022-12-06	1:08:00	7.12
2022-12-06	1:09:00	7.19
2022-12-06	1:10:00	7.1
2022-12-06	1:11:00	7
2022-12-06	1:12:00	6.92
2022-12-06	1:13:00	7.04
2022-12-06	1:14:00	7.2
2022-12-06	1:15:00	7.14
2022-12-06	1:16:00	7.04
2022-12-06	1:17:00	6.94
2022-12-06	1:18:00	6.99
2022-12-06	1:19:00	7.16
2022-12-06	1:20:00	7.17
2022-12-06	1:21:00	7.08
2022-12-06	1:22:00	6.99
2022-12-06	1:23:00	6.94
2022-12-06	1:24:00	7.09
2022-12-06	1:25:00	7.21
2022-12-06	1:26:00	7.13
2022-12-06	1:27:00	7.03
2022-12-06	1:28:00	6.94
2022-12-06	1:29:00	7
2022-12-06	1:30:00	7.2
2022-12-06	1:31:00	7.19
2022-12-06	1:32:00	7.08
2022-12-06	1:33:00	6.99
2022-12-06	1:34:00	6.92
2022-12-06	1:35:00	7.05
